CRN,SPEED_LIMIT,RDWY_COUNTY
2004087273,,21
2004087273,25.0,21
2004089866,35.0,67
2004089450,30.0,67
2004089450,50.0,67
2004083578,,67
2005081599,25.0,67
2005081599,25.0,67
2004209699,25.0,2
2004082398,,67
2004082398,,67
2004089887,25.0,67
2004085210,30.0,67
2004089668,,67
2004089668,,67
2005082435,,67
2005082435,,67
2004085577,,67
2004085577,,67
2004085577,,67
2005014972,25.0,7
2005014972,35.0,7
2005057181,35.0,66
2005057181,,66
2005052271,,35
2005052271,,35
2005063076,,67
2005063076,25.0,67
2005063076,30.0,67
2005063076,,67
2005032712,25.0,46
2005032712,,46
2005068648,25.0,67
2005068648,30.0,67
2005099640,,67
2005099640,,67
2005032881,,67
2005032881,,67
2005055542,25.0,67
2005055542,25.0,67
2005055616,25.0,46
2005055616,25.0,46
2005023037,25.0,46
2004093989,35.0,58
2005099407,35.0,67
2005099407,35.0,67
2005099407,35.0,67
2005099407,35.0,67
2005099407,,67
2005099407,,67
2005035198,45.0,28
2005077593,25.0,9
2005077593,25.0,9
2004084952,35.0,44
2004084952,25.0,44
2004088632,,67
2004100496,35.0,9
2004100496,35.0,9
2005059501,,6
2005014681,25.0,66
2005014681,,66
2005058019,25.0,2
2005058019,25.0,2
2004090172,25.0,67
2004090172,35.0,67
2005031259,,67
2005031259,,67
2005078253,,67
2004077855,35.0,6
2005057817,35.0,9
2005057817,25.0,9
2005062582,,67
2005062582,,67
2004218327,40.0,46
2005018104,35.0,22
2005018104,45.0,22
2004209062,,41
2004209062,,41
2005066856,25.0,66
2005066856,25.0,66
2005030308,35.0,19
2004079291,35.0,38
2005103583,25.0,66
2005103583,25.0,66
2005035916,40.0,39
2004202854,,19
2004202854,,19
2004096621,55.0,43
2004096621,35.0,43
2004095377,25.0,23
2004095377,25.0,23
2004200654,15.0,2
2004200654,,2
2004101522,25.0,2
2004101522,25.0,2
2005087214,35.0,46
2004090124,,67
2004089313,25.0,67
2004215415,25.0,6
2004215415,25.0,6
2004021166,25.0,21
2004021166,25.0,21
2004206480,35.0,21
2004206480,35.0,21
2004206480,35.0,21
2004062135,25.0,46
2004062135,25.0,46
2004087127,,67
2004087127,,67
2004211104,25.0,9
2004211104,45.0,9
2004095901,,48
2004095901,,48
2005026248,25.0,28
2005026248,25.0,28
2005027725,,2
2005027725,25.0,2
2005069824,25.0,35
2005069824,25.0,35
2005002205,35.0,22
2005002205,25.0,22
2005011895,55.0,9
2005011895,55.0,9
2005001984,55.0,64
2005028722,35.0,32
2005010461,25.0,66
2005010461,25.0,66
2005032161,35.0,36
2004062432,,36
2004062432,40.0,36
2004062432,40.0,36
2005080891,,67
2005080891,,67
2005002594,35.0,67
2005038182,20.0,67
2004082559,25.0,7
2004082559,25.0,7
2005032377,,67
2005032377,,67
2004088308,,67
2004081448,25.0,67
2004081448,25.0,67
2004013253,25.0,67
2005013648,,2
2005013648,,2
2004027606,25.0,67
2004027606,25.0,67
2005068638,30.0,67
2005057333,25.0,67
2004093274,,38
2004093274,40.0,38
2005013554,,48
2005013554,,48
2004090517,,67
2004090517,25.0,67
2004090517,,67
2004088408,25.0,2
2004088408,25.0,2
2005069242,25.0,67
2005069242,25.0,67
2005069242,,67
2004075662,,67
2004075662,,67
2004085630,30.0,67
2004100240,25.0,46
2004100240,25.0,46
2005095119,30.0,48
2005095119,,48
2005035712,40.0,31
2004084306,25.0,67
2005026439,30.0,67
2005026439,30.0,67
2005090129,,67
2005067997,25.0,67
2005067997,25.0,67
2004075489,35.0,6
2004075489,35.0,6
2005092911,25.0,67
2005043263,,67
2004100122,25.0,41
2005056885,25.0,14
2005056885,25.0,14
2004071792,25.0,67
2005037686,35.0,67
2005037686,35.0,67
2005037686,,67
2004088911,15.0,67
2004088911,15.0,67
2004047464,,67
2004083101,,67
2004083101,,67
2005010400,35.0,46
2005010400,25.0,46
2005032836,25.0,24
2005032836,25.0,24
2005056579,15.0,23
2005056579,15.0,23
2005099426,35.0,21
2005099426,,21
2005099426,35.0,21
2005099426,35.0,21
2004085535,30.0,67
2004085535,30.0,67
2004087182,,67
2005063514,,67
2005011831,,67
2004089652,35.0,67
2005059997,,67
2005067752,25.0,67
2004087583,,67
2004087583,,67
2005063258,45.0,46
2005063258,45.0,46
2005063258,35.0,46
2004029780,35.0,67
2004086490,,67
2004086490,,67
2005040051,40.0,46
2005040051,40.0,46
2004101358,25.0,36
2004084627,35.0,59
2004084627,55.0,59
2005033855,25.0,48
2005082121,25.0,67
2005082121,25.0,67
2005063911,,67
2005063911,,67
2005088220,,67
2005088220,,67
2005088220,,67
2004206653,45.0,2
2004206653,25.0,2
2004095906,25.0,61
2004095906,25.0,61
2005024678,25.0,9
2005024678,25.0,9
2005030420,,30
2005030420,,30
2005077283,55.0,59
2005062599,25.0,67
2005097418,15.0,48
2005097418,,48
2005019267,,39
2005019267,25.0,39
2005030206,30.0,39
2005030206,,39
2004102138,25.0,23
2005037807,45.0,7
2004211478,25.0,2
2004211478,25.0,2
2004213683,35.0,46
2004213683,35.0,46
2005021036,25.0,39
2005021036,15.0,39
2004217908,25.0,40
2004217908,35.0,40
2004217908,35.0,40
2005059739,,9
2005059739,,9
2004083039,,2
2004083039,30.0,2
2004078102,25.0,2
2005097400,35.0,48
2005097400,40.0,48
2004209995,35.0,66
2004209995,35.0,66
2005017300,35.0,15
2005062841,35.0,22
2005062841,35.0,22
2005062841,35.0,22
2005056970,25.0,31
2005056970,25.0,31
2005055755,25.0,6
2005055755,25.0,6
2004095979,55.0,36
2004095979,,36
2005030874,35.0,66
2005030874,35.0,66
2004082632,25.0,22
2004082632,25.0,22
2005054799,,25
2005054799,,25
2005105499,25.0,10
2005067236,,40
2005067236,35.0,40
2005094409,40.0,10
2004210732,25.0,2
2004210732,,2
2004209390,35.0,23
2004209390,35.0,23
2004209390,35.0,23
2004207335,25.0,44
2004207335,25.0,44
2004212362,25.0,46
2004220016,,37
2005027664,35.0,39
2005027664,35.0,39
2004100720,35.0,36
2005004579,,25
2005004579,,25
2005040209,15.0,2
2005040209,,2
2004087809,25.0,22
2005085103,25.0,67
2005024669,25.0,67
2005058381,,67
2005058381,,67
2004210874,35.0,45
2004210874,,45
2005011877,25.0,25
2005011877,25.0,25
2005074908,40.0,41
2005074908,40.0,41
2005074908,35.0,41
2005031414,45.0,46
2005021052,25.0,39
2005021052,25.0,39
2004089872,,67
2004089872,,67
2004206088,25.0,6
2004206088,25.0,6
2004090553,,67
2004090553,15.0,67
2005041371,,25
2005041371,,25
2005018353,35.0,36
2005018353,35.0,36
2004090767,15.0,67
2004090767,15.0,67
2004210134,25.0,60
2004097543,25.0,25
2004097543,25.0,25
2005063512,,67
2005063512,,67
2005063512,,67
2005091774,,67
2004208532,35.0,41
2004208532,35.0,41
2005116063,25.0,32
2005116063,25.0,32
2005056533,25.0,67
2004019159,35.0,38
2004019159,25.0,38
2004210660,35.0,46
2004210660,35.0,46
2004085285,25.0,67
2004085285,25.0,67
2004096027,35.0,15
2004096027,25.0,15
2004086557,,67
2004086557,,67
2004089557,25.0,67
2004089557,25.0,67
2004099649,25.0,36
2005069229,25.0,67
2005069229,25.0,67
2005069229,35.0,67
2004089455,25.0,67
2004089455,25.0,67
2004087029,25.0,67
2004087029,25.0,67
2004019459,,36
2004019459,25.0,36
2004019276,25.0,2
2005026284,,18
2005026284,,18
2005050859,40.0,36
2005015285,35.0,66
2005036642,,66
2005036642,,66
2004102432,,42
2004102432,,42
2004016240,35.0,19
2004016240,35.0,19
2004208187,40.0,39
2005039141,25.0,2
2005039141,25.0,2
2005009464,25.0,2
2005009464,25.0,2
2005077957,,67
2005077957,,67
2004089882,25.0,67
2005002909,40.0,66
2005002909,,66
2005066991,35.0,67
2005066991,,67
2004208293,25.0,23
2004213609,25.0,66
2004213609,40.0,66
2005021119,55.0,33
2004089515,25.0,67
2005058274,,13
2005058274,35.0,13
2005058274,35.0,13
2005032547,25.0,67
2005061444,,67
2005007146,15.0,67
2005007146,25.0,67
2005010505,35.0,36
2004089707,25.0,67
2004089707,25.0,67
2005059780,15.0,67
2005059780,,67
2005059780,,67
2004096501,,67
2005058106,30.0,21
2005070696,40.0,45
2005019511,,25
2005019511,,25
2005063156,25.0,67
2005063156,25.0,67
2005079788,35.0,67
2005079788,,67
2005083901,25.0,67
2005083901,25.0,67
2004210488,25.0,53
2004210488,25.0,53
2005038490,25.0,2
2005038490,25.0,2
2004216016,35.0,40
2004216016,35.0,40
2005068954,,15
2005068954,,15
2005068954,45.0,15
2005068954,45.0,15
2005087377,,2
2005087377,,2
2004091622,45.0,21
2004091622,25.0,21
2004085665,35.0,67
2005036758,25.0,46
2005036758,25.0,46
2004097096,25.0,25
2004097096,25.0,25
2004215125,25.0,2
2004215125,25.0,2
2005034478,25.0,66
2005014471,35.0,67
2005014471,25.0,67
2004084836,15.0,36
2004219010,35.0,46
2004208581,25.0,6
2004208581,25.0,6
2005075129,35.0,46
2004210080,40.0,23
2004210080,40.0,23
2004210080,25.0,23
2004078074,25.0,67
2005001376,55.0,5
2005001376,,5
2005054911,25.0,2
2005054911,25.0,2
2005036432,25.0,66
2005036432,25.0,66
2005013546,35.0,39
2005013546,,39
2005058851,25.0,38
2005058851,25.0,38
2005066085,25.0,46
2005066085,25.0,46
2004102929,,8
2004102929,55.0,8
2004102929,55.0,8
2004062865,25.0,2
2005009453,25.0,2
2005009453,25.0,2
2005058049,,2
2005058049,,2
2005060333,45.0,23
2005060333,45.0,23
2005083777,55.0,48
2005083777,25.0,48
2004094169,35.0,20
2004094169,25.0,20
2005037610,,23
2005037610,,23
2004216558,35.0,46
2004216558,35.0,46
2004210156,,66
2004210156,25.0,66
2004219666,,25
2004219666,,25
2005013922,25.0,2
2005013922,25.0,2
2005061646,35.0,8
2005061646,25.0,8
2005036755,25.0,46
2005036755,25.0,46
2004215489,40.0,46
2005124778,35.0,39
2005124778,25.0,39
2005193370,35.0,36
2005193370,35.0,36
2006001503,,14
2006001503,,14
2005194998,35.0,23
2005194998,25.0,23
2005194998,,23
2005172494,35.0,39
2005172494,25.0,39
2005152205,25.0,10
2005152205,25.0,10
2005131403,40.0,44
2005131403,25.0,44
2005159262,35.0,21
2005159262,25.0,21
2005205772,25.0,23
2005205772,25.0,23
2005125924,35.0,9
2005125924,,9
2005156928,30.0,66
2005197930,25.0,23
2005197930,35.0,23
2005148543,35.0,39
2005148543,25.0,39
2005145036,35.0,66
2005145036,40.0,66
2005139595,25.0,39
2005139595,25.0,39
2005208838,25.0,23
2005208062,25.0,48
2005208062,25.0,48
2005137744,,11
2005137744,15.0,11
2005154054,35.0,6
2005135970,35.0,39
2005135970,35.0,39
2005192843,,23
2005192843,25.0,23
2005186590,35.0,23
2005186590,35.0,23
2005186590,35.0,23
2005186590,35.0,23
2005210299,25.0,23
2005210299,25.0,23
2005155960,15.0,23
2005155358,25.0,9
2005155358,35.0,9
2005136485,25.0,49
2005136485,25.0,49
2005157249,,23
2005157249,,23
2005193432,45.0,1
2005193432,40.0,1
2005149724,40.0,25
2005149724,25.0,25
2005126724,30.0,59
2005173402,15.0,23
2005173402,25.0,23
2005213161,25.0,64
2005213161,25.0,64
2005191047,45.0,64
2005422216,35.0,36
2005422216,25.0,36
2005403213,25.0,40
2005213046,,45
2005211555,15.0,66
2005401567,35.0,11
2005401567,35.0,11
2005191696,25.0,2
2005191696,25.0,2
2005167661,,25
2005167661,45.0,25
2005152155,25.0,16
2005185668,25.0,28
2005185668,25.0,28
2005135944,,25
2005135944,,25
2006003521,25.0,25
2006003521,25.0,25
2005131542,25.0,40
2005122377,35.0,16
2005122377,25.0,16
2005210346,15.0,23
2005195338,25.0,21
2005195338,35.0,21
2005137046,25.0,64
2005137046,25.0,64
2006011014,45.0,36
2005126776,25.0,62
2005126776,25.0,62
2005212795,25.0,9
2005212795,25.0,9
2005206284,55.0,23
2005206284,,23
2005206284,35.0,23
2005206284,35.0,23
2005142560,,48
2005142560,25.0,48
2005414390,25.0,46
2005414390,25.0,46
2005192255,,44
2005183759,25.0,2
2005183759,25.0,2
2005065939,25.0,2
2005065939,25.0,2
2005134240,55.0,22
2005134240,,22
2005139897,25.0,36
2005203449,,23
2005203449,,23
2005411590,25.0,2
2005157652,25.0,2
2005157652,25.0,2
2005137458,,2
2005137458,25.0,2
2005158357,25.0,38
2005403817,25.0,2
2005403817,25.0,2
2005137389,25.0,2
2005137389,25.0,2
2005188697,25.0,5
2005188697,25.0,5
2005408243,25.0,67
2005192613,,67
2005192613,,67
2005402567,25.0,36
2005173455,55.0,62
2005173455,25.0,62
2005208744,,60
2005208744,,60
2006008783,,46
2005188891,35.0,67
2005153743,40.0,53
2005192323,15.0,67
2005192323,15.0,67
2005188301,,67
2005188301,,67
2005188301,,67
2005161199,,67
2005161199,,67
2006015314,25.0,67
2006015314,,67
2006015314,25.0,67
2005151721,25.0,6
2005118322,25.0,40
2005160769,25.0,67
2005160769,25.0,67
2006008685,25.0,67
2005148131,,67
2005188270,,67
2005188270,,67
2005192586,25.0,67
2005166962,45.0,50
2005166962,50.0,50
2005118764,35.0,21
2005118764,25.0,21
2005205414,25.0,45
2005205414,35.0,45
2005403088,25.0,66
2005403088,35.0,66
2006010201,35.0,67
2005189584,30.0,67
2005162356,55.0,34
2005205126,25.0,19
2005205126,25.0,19
2005113439,55.0,14
2005152301,35.0,9
2005155148,25.0,66
2005155148,25.0,66
2005088081,35.0,40
2005088081,35.0,40
2005161273,,67
2005404001,30.0,67
2005404001,25.0,67
2005149433,,67
2005149433,,67
2005131252,35.0,46
2005131252,25.0,46
2005203646,25.0,9
2005150604,25.0,66
2005150604,25.0,66
2005212839,25.0,66
2005212839,25.0,66
2005187444,20.0,64
2005126235,25.0,46
2005126235,25.0,46
2005204759,25.0,60
2005204759,25.0,60
2005193875,25.0,61
2005193875,15.0,61
2005158943,25.0,46
2005193699,,66
2005193699,,66
2005403727,40.0,66
2005403727,40.0,66
2005403727,35.0,66
2005151998,25.0,66
2005151998,35.0,66
2005151998,45.0,66
2005133474,35.0,62
2005415984,25.0,33
2005415984,35.0,33
2005138806,25.0,66
2005138806,25.0,66
2005187023,25.0,2
2005172387,35.0,7
2005066147,40.0,67
2005066147,,67
2005161805,,67
2005150441,55.0,5
2005157500,45.0,52
2005167204,15.0,14
2005194508,25.0,2
2005194508,25.0,2
2005206184,40.0,23
2005194247,35.0,25
2005185800,,48
2005185800,30.0,48
2005138359,35.0,21
2005148194,25.0,67
2005148194,35.0,67
2005407024,,67
2005149990,35.0,67
2005149990,35.0,67
2005191347,,67
2005191347,,67
2005192349,30.0,67
2005186855,25.0,35
2005186855,25.0,35
2005105068,25.0,47
2005105068,25.0,47
2005406549,,67
2005406549,35.0,67
2005406549,,67
2005121922,45.0,9
2005121922,25.0,9
2005005269,50.0,26
2005121193,35.0,15
2005121193,35.0,15
2005405957,25.0,23
2005405957,25.0,23
2005408053,20.0,67
2005408053,20.0,67
2005410452,35.0,67
2006012564,25.0,67
2006012564,25.0,67
2005151053,,36
2005151053,,36
2005169212,35.0,14
2005402421,25.0,14
2005402421,25.0,14
2005414670,,67
2005414670,15.0,67
2005410458,25.0,67
2005410458,25.0,67
2005406771,,67
2005406771,,67
2005142242,,67
2005142242,25.0,67
2005186082,55.0,17
2005407692,30.0,9
2005407692,45.0,9
2005407692,55.0,9
2005132639,,40
2005132639,,40
2005186854,25.0,36
2005186854,25.0,36
2005408038,,67
2005186181,,67
2005186181,,67
2005146606,25.0,67
2006008788,,67
2006008788,,67
2005188439,,67
2005188439,,67
2006012882,,67
2006012882,35.0,67
2005190818,25.0,36
2005187408,35.0,15
2005184112,,46
2005184112,,46
2006013540,,67
2006013540,,67
2005415343,,67
2005415343,25.0,67
2006009322,,67
2005400896,25.0,36
2005400896,25.0,36
2006009321,35.0,67
2006009321,35.0,67
2006012400,,67
2006012400,,67
2005146967,25.0,67
2005146967,25.0,67
2005144929,35.0,2
2005144929,25.0,2
2005144929,25.0,2
2005188873,,67
2005188873,,67
2005188873,,67
2005188873,,67
2005189550,25.0,67
2005181040,35.0,9
2005147072,,67
2005407029,,67
2005407029,,67
2005161253,,67
2005161253,,67
2005137241,40.0,62
2005188343,25.0,67
2005188343,25.0,67
2005414876,,67
2005414876,,67
2005414876,,67
2005419131,25.0,39
2005419131,25.0,39
2005207339,35.0,48
2005207339,35.0,48
2005207339,35.0,48
2005110173,,35
2005157876,30.0,7
2005157876,30.0,7
2005172858,25.0,7
2005172858,25.0,7
2005410134,35.0,67
2005410134,35.0,67
2005186398,50.0,7
2005186398,50.0,7
2005167388,55.0,5
2005405499,35.0,23
2005405499,35.0,23
2005405499,,23
2005188346,35.0,67
2005188346,35.0,67
2005401499,25.0,7
2005401499,55.0,7
2005401499,25.0,7
2005119420,25.0,21
2005119420,35.0,21
2005134854,25.0,7
2005134854,25.0,7
2005422034,25.0,46
2005422034,25.0,46
2005208261,35.0,48
2005208261,35.0,48
2005144846,35.0,39
2005144846,15.0,39
2005151399,25.0,9
2005110330,25.0,59
2005110330,25.0,59
2005188777,,39
2005195998,25.0,36
2005195998,25.0,36
2005140714,25.0,42
2005140714,,42
2005186697,25.0,9
2005186697,45.0,9
2005186694,35.0,9
2005186694,35.0,9
2005186694,35.0,9
2005186694,35.0,9
2005137547,45.0,28
2005137854,,22
2005137854,,22
2005187528,25.0,49
2005187528,25.0,49
2005157578,25.0,21
2005157578,40.0,21
2005159765,25.0,10
2005187311,55.0,30
2005187311,25.0,30
2005198475,25.0,25
2005198475,25.0,25
2005128171,35.0,59
2005128171,35.0,59
2005104267,25.0,39
2005104267,,39
2005148557,,39
2005137767,35.0,23
2005137767,15.0,23
2005173981,35.0,25
2005173981,25.0,25
2005209103,25.0,23
2005209103,25.0,23
2006001256,25.0,22
2006001256,25.0,22
2005400446,25.0,21
2005400446,25.0,21
2005412105,25.0,25
2005412105,35.0,25
2005205188,,45
2005205188,25.0,45
2005136891,35.0,36
2005136891,30.0,36
2005173985,25.0,25
2005173985,35.0,25
2005137764,25.0,23
2005137764,25.0,23
2005186610,25.0,23
2005146564,45.0,61
2005192404,25.0,9
2005155855,45.0,2
2005155855,45.0,2
2005155855,35.0,2
2005412782,40.0,9
2006002125,,39
2006002125,35.0,39
2005153199,55.0,49
2005167333,,66
2005132642,35.0,66
2005159931,30.0,35
2005159931,30.0,35
2005210545,,46
2005210545,25.0,46
2005207027,25.0,46
2005207027,25.0,46
2005169185,40.0,23
2005169185,25.0,23
2005169185,40.0,23
2005046839,25.0,25
2005046839,25.0,25
2005211550,55.0,66
2005206974,35.0,46
2005206974,35.0,46
2005118285,35.0,21
2005118285,35.0,21
2005106424,,48
2005106424,,48
2005408438,35.0,13
2005133814,25.0,64
2005133814,35.0,64
2005139226,25.0,25
2005139226,25.0,25
2005142820,,9
2005142820,40.0,9
2005187714,35.0,38
2005192272,35.0,59
2005192272,,59
2005406309,45.0,46
2005406309,40.0,46
2005138348,25.0,46
2005194269,25.0,35
2005139200,25.0,46
2005207718,25.0,9
2005194043,25.0,46
2005400935,25.0,25
2005400559,40.0,46
2005151612,25.0,46
2005151612,25.0,46
2005191459,,67
2006009319,35.0,67
2006009319,,67
2006009319,35.0,67
2006015316,,67
2006015316,,67
2005065630,,67
2005146076,,67
2005146076,25.0,67
2005406851,25.0,67
2005406851,25.0,67
2005133909,25.0,40
2005134406,25.0,2
2005134406,25.0,2
2005189177,35.0,67
2005136318,,67
2005139143,35.0,21
2005151327,,67
2005151327,,67
2005189754,25.0,67
2005189754,,67
2005406264,25.0,23
2005406264,40.0,23
2005406264,40.0,23
2005407100,35.0,67
2005407100,,67
2005407100,40.0,67
2005151371,25.0,67
2005151371,25.0,67
2005189755,,67
2005189755,,67
2005406527,35.0,67
2005406527,35.0,67
2005173976,,37
2005173976,,37
2006010802,25.0,67
2006010802,25.0,67
2005405881,,67
2005405881,,67
2005406715,,67
2005406715,25.0,67
2005161047,,67
2005161047,,67
2005409501,45.0,26
2005409501,40.0,26
2005195822,45.0,15
2005414705,,67
2005403296,25.0,36
2005403296,25.0,36
2005189642,,67
2005189642,45.0,67
2005189642,,67
2005150793,35.0,62
2005150793,,62
2005150793,45.0,62
2005159587,45.0,7
2005151361,,67
2005151361,,67
2005191652,25.0,67
2005191652,15.0,67
2005150014,25.0,67
2005150014,25.0,67
2005192348,,67
2005192348,,67
2006011945,,67
2006011945,,67
2005185799,,67
2005185799,,67
2005400343,35.0,14
2005400343,35.0,14
2005400343,35.0,14
2006008740,,67
2005134315,45.0,23
2005134315,25.0,23
2005134315,45.0,23
2005134315,25.0,23
2005112021,35.0,15
2005112021,35.0,15
2005203549,,39
2005203549,30.0,39
2005403094,25.0,66
2005205858,25.0,46
2005205858,35.0,46
2005153617,35.0,28
2005153617,,28
2005203560,,19
2005131630,45.0,43
2006010075,,67
2006010075,35.0,67
2005149047,20.0,67
2005149047,20.0,67
2005192311,,67
2005192311,,67
2005211916,35.0,60
2005141231,55.0,41
2005141231,35.0,41
2005134256,25.0,26
2005412145,,14
2005412145,25.0,14
2005159982,35.0,14
2005210108,25.0,9
2005210108,40.0,9
2005157297,35.0,48
2005171178,25.0,6
2005171178,25.0,6
2005401314,25.0,14
2005412131,,14
2005412131,35.0,14
2005182015,25.0,9
2005182015,35.0,9
2005160327,15.0,26
2005160327,25.0,26
2005402739,45.0,46
2005402739,35.0,46
2005175121,25.0,23
2005144640,40.0,66
2005195683,25.0,2
2005195683,25.0,2
2005189148,25.0,67
2005406511,25.0,67
2005406511,25.0,67
2005406511,15.0,67
2006012663,,67
2006012663,,67
2006003137,25.0,14
2006003137,25.0,14
2006003137,25.0,14
2005209994,35.0,23
2005209994,25.0,23
2005209994,35.0,23
2005066703,35.0,40
2005404419,,67
2005404419,,67
2005404825,25.0,36
2005404825,25.0,36
2005183318,,46
2005064510,25.0,2
2005064510,25.0,2
2005186386,25.0,38
2006001216,55.0,16
2005138099,35.0,1
2005197442,35.0,66
2005204240,15.0,23
2005204240,25.0,23
2005410273,35.0,27
2005410273,35.0,27
2005183160,45.0,36
2005146382,25.0,67
2005146382,25.0,67
2005406190,25.0,67
2005406190,,67
2005406190,,67
2005134515,,67
2006012751,35.0,67
2006012751,35.0,67
2005149085,35.0,41
2005149085,35.0,41
2005161741,25.0,67
2005161741,25.0,67
2005192541,,67
2005192541,,67
2005130728,25.0,67
2005130728,25.0,67
2005407120,35.0,67
2005407120,25.0,67
2005402372,40.0,21
2005402372,35.0,21
2005150749,,67
2005150749,,67
2005409572,25.0,36
2005409572,25.0,36
2005188889,25.0,67
2005188889,25.0,67
2005404443,25.0,67
2005404443,25.0,67
2005405931,,67
2005140513,25.0,67
2005140513,25.0,67
2005105037,25.0,67
2005105037,25.0,67
2005105037,25.0,67
2005145670,25.0,67
2005407662,25.0,67
2005407662,25.0,67
2005407662,25.0,67
2005407669,,67
2005407669,,67
2005407669,,67
2005190714,25.0,67
2005211334,,40
2005211334,25.0,40
2005147087,35.0,67
2005147087,30.0,67
2005156796,25.0,22
2005156796,40.0,22
2005419235,55.0,32
2005414877,,67
2005414877,25.0,67
2005066360,45.0,15
2005066360,35.0,15
2005134904,35.0,37
2005134904,25.0,37
2005400979,25.0,46
2005400979,25.0,46
2005158362,25.0,9
2005158362,35.0,9
2005194033,25.0,7
2005194033,25.0,7
2005184603,,67
2005184603,,67
2006002790,25.0,6
2006002790,25.0,6
2005159213,,39
2005408094,35.0,23
2005208264,25.0,48
2005208264,25.0,48
2005193589,30.0,39
2005193589,,39
2005406769,,67
2005406769,,67
2005109709,25.0,39
2005109709,,39
2005120330,35.0,6
2005407952,35.0,67
2005154334,25.0,39
2005154334,25.0,39
2005148307,25.0,7
2005148307,25.0,7
2005403492,40.0,36
2005134380,35.0,39
2005134380,35.0,39
2005133905,25.0,2
2005133905,25.0,2
2005401174,40.0,28
2005167202,25.0,7
2005167202,25.0,7
2005205585,25.0,11
2005205585,25.0,11
2005128525,35.0,9
2005128525,25.0,9
2005134843,25.0,7
2005134843,25.0,7
2005204326,,48
2005204326,25.0,48
2005412437,55.0,9
2005198922,25.0,22
2005198922,25.0,22
2005180803,40.0,25
2005402802,45.0,1
2005402802,40.0,1
2005194820,25.0,39
2005194820,25.0,39
2005419761,45.0,23
2005419761,45.0,23
2005419761,35.0,23
2005419761,45.0,23
2005168550,25.0,39
2005168550,25.0,39
2005138222,35.0,37
2005130119,15.0,9
2005198606,35.0,23
2005198606,25.0,23
2005409143,25.0,62
2005409143,25.0,62
2005137762,25.0,23
2005137762,15.0,23
2005133981,35.0,22
2005206269,25.0,46
2005188264,40.0,25
2005196892,25.0,22
2005196892,35.0,22
2005138222,45.0,37
2005167271,25.0,25
2005167271,25.0,25
2005167271,35.0,25
2005189290,25.0,22
2005189290,25.0,22
2005402448,25.0,43
2005192918,25.0,15
2005192918,25.0,15
2005412381,25.0,25
2005161443,,4
2005161443,25.0,4
2005408279,45.0,48
2005162186,35.0,25
2005162186,25.0,25
2005162186,35.0,25
2005162186,25.0,25
2005195784,,39
2005195784,30.0,39
2005115776,,39
2005115776,25.0,39
2005210347,35.0,23
2005091261,40.0,25
2005091261,25.0,25
2005091261,40.0,25
2005206212,40.0,39
2005206212,40.0,39
2005206212,40.0,39
2005184866,45.0,1
2005136204,,25
2005136204,,25
2005174003,,46
2005174003,,46
2005152621,,15
2005152621,,15
2005208806,25.0,40
2005208806,25.0,40
2005208806,35.0,40
2005156022,25.0,2
2005156022,25.0,2
2005192446,25.0,40
2005192446,25.0,40
2005418901,25.0,17
2005091853,25.0,2
2005091853,25.0,2
2005156717,55.0,54
2005155564,25.0,25
2005155564,35.0,25
2005195349,,40
2005195349,30.0,40
2005193627,25.0,25
2005405748,25.0,46
2005405748,25.0,46
2005188226,,42
2005188285,,67
2005188285,,67
2005407680,30.0,67
2005407680,,67
2005404688,25.0,40
2005404688,25.0,40
2005193907,45.0,30
2005193907,25.0,30
2005193907,25.0,30
2005169297,,32
2005173021,40.0,67
2005415339,25.0,67
2005415339,25.0,67
2005415339,,67
2005416218,,67
2005416218,,67
2005039103,30.0,19
2005149763,,67
2005167788,25.0,9
2005124891,,67
2005124891,,67
2005189520,,67
2005189520,,67
2005156157,25.0,6
2005039271,25.0,2
2005039271,25.0,2
2005407872,,67
2005407872,,67
2006008709,,67
2006008709,,67
2005117583,15.0,2
2005117583,25.0,2
2006029854,,57
2005185022,25.0,7
2005185022,25.0,7
2005192317,35.0,67
2005192317,20.0,67
2005404405,,67
2005404405,,67
2005407668,35.0,67
2005207474,25.0,39
2005207474,25.0,39
2006010065,35.0,67
2005135364,,67
2005135364,,67
2005143915,35.0,67
2005151291,25.0,67
2005195529,55.0,6
2005195529,55.0,6
2005173323,25.0,36
2005173323,25.0,36
2005147305,,51
2005188458,25.0,67
2005005396,25.0,38
2005005396,25.0,38
2005404987,40.0,6
2005404987,40.0,6
2005150623,25.0,66
2005150623,15.0,66
2005211145,25.0,66
2005211145,25.0,66
2005184637,25.0,67
2005139899,35.0,9
2005139899,25.0,9
2005194866,55.0,3
2005194744,25.0,6
2005186490,35.0,15
2005127418,25.0,22
2005127418,25.0,22
2005151606,35.0,66
2005151606,,66
2005151606,55.0,66
2005151606,35.0,66
2005170586,35.0,39
2005170586,35.0,39
2005152267,45.0,6
2005152267,55.0,6
2005194222,35.0,14
2005136863,35.0,46
2005136863,,46
2005147113,35.0,67
2005147113,35.0,67
2005404617,35.0,67
2005404617,25.0,67
2006011332,25.0,67
2006011332,25.0,67
2005153558,,67
2005157383,35.0,20
2005157383,35.0,20
2005140270,,23
2005140270,,23
2005152679,40.0,36
2005209479,25.0,20
2005209479,25.0,20
2005206624,35.0,46
2005206624,35.0,46
2005166989,45.0,16
2005127006,35.0,28
2005127006,25.0,28
2005162301,,48
