CRN,SPEED_LIMIT,RDWY_COUNTY
2010087775,45.0,39
2010087775,35.0,39
2010040202,35.0,36
2010071398,25.0,36
2010071398,25.0,36
2010071398,25.0,36
2010077186,25.0,23
2010077186,25.0,23
2010097449,40.0,39
2010097449,40.0,39
2010097449,35.0,39
2010097449,35.0,39
2010054214,35.0,41
2010025393,15.0,14
2010025393,15.0,14
2010046369,25.0,23
2010046369,35.0,23
2010042235,35.0,6
2010042235,35.0,6
2010075322,25.0,26
2010070933,35.0,48
2010070933,35.0,48
2010103075,25.0,67
2010103075,25.0,67
2010061092,25.0,37
2010061092,25.0,37
2010048255,35.0,48
2010048255,,48
2010107865,35.0,28
2010071211,35.0,28
2010045416,25.0,36
2010045416,25.0,36
2010089252,25.0,36
2010089252,25.0,36
2010074879,,67
2010074879,,67
2010113326,,67
2010113326,,67
2010122478,25.0,67
2010122478,20.0,67
2010063993,25.0,6
2010095083,,38
2010095083,55.0,38
2010097964,40.0,36
2010047315,25.0,48
2010061722,35.0,36
2010061722,35.0,36
2010086364,25.0,66
2010086364,25.0,66
2010051109,25.0,66
2010051109,25.0,66
2010082062,25.0,62
2010082062,45.0,62
2010099529,35.0,39
2010099529,25.0,39
2010089832,15.0,9
2010089832,15.0,9
2010051699,45.0,39
2010086345,25.0,22
2010086345,25.0,22
2010072228,25.0,7
2010072228,25.0,7
2010105817,45.0,15
2010105817,40.0,15
2011002445,40.0,9
2010059632,25.0,46
2010059632,25.0,46
2010051936,,3
2010051936,15.0,3
2010034338,35.0,66
2010057106,25.0,46
2010057106,25.0,46
2010059898,35.0,66
2010059898,25.0,66
2010058950,25.0,64
2010058950,25.0,64
2010043104,45.0,11
2010071619,30.0,2
2010071619,25.0,2
2010071619,30.0,2
2010071619,35.0,2
2010102421,25.0,46
2010102421,40.0,46
2010102421,40.0,46
2010039158,,67
2010044771,25.0,67
2010044771,25.0,67
2010086018,15.0,67
2010086018,15.0,67
2010101882,25.0,15
2010035514,30.0,2
2010093857,25.0,49
2010093857,25.0,49
2010081812,,67
2010054276,25.0,48
2010054276,35.0,48
2010062656,25.0,67
2010054507,25.0,38
2010054507,25.0,38
2011024355,25.0,67
2011024355,25.0,67
2010094099,25.0,67
2010094099,25.0,67
2011025872,,67
2011025872,,67
2010122447,,67
2010122447,,67
2010106451,25.0,64
2010084251,15.0,67
2010103099,35.0,67
2010038683,40.0,46
2010038683,25.0,46
2010104918,25.0,67
2010104918,25.0,67
2010070154,35.0,40
2010056071,25.0,31
2010056071,25.0,31
2010044888,25.0,67
2011001742,25.0,67
2011001742,25.0,67
2010122428,40.0,67
2010048465,,67
2010048465,,67
2010102126,25.0,36
2010102126,25.0,36
2010102945,25.0,67
2010017251,35.0,67
2010017251,45.0,67
2010069945,25.0,67
2010069945,25.0,67
2010051281,25.0,67
2010070784,30.0,67
2010070784,,67
2010113332,25.0,67
2010113332,35.0,67
2010117907,25.0,67
2010117907,25.0,67
2010078802,40.0,9
2010100912,,67
2010100912,,67
2010114340,25.0,67
2010011553,30.0,67
2010069844,30.0,67
2010113747,30.0,67
2010113747,,67
2010070079,45.0,67
2010070079,25.0,67
2010122595,,67
2010122595,,67
2010088896,35.0,67
2010084145,25.0,67
2010053366,25.0,48
2010053366,25.0,48
2010062341,,67
2010062341,35.0,67
2010058501,25.0,15
2010058501,25.0,15
2010083320,25.0,15
2010083320,35.0,15
2010025604,25.0,2
2010025604,25.0,2
2010026041,35.0,66
2010026041,35.0,66
2010083577,25.0,2
2010083577,25.0,2
2010088520,25.0,53
2010053220,35.0,67
2010053220,35.0,67
2010047232,25.0,64
2010034343,25.0,25
2010034343,25.0,25
2010064738,45.0,36
2010064738,45.0,36
2010029286,35.0,2
2010029286,55.0,2
2010029286,15.0,2
2010034033,35.0,9
2010072246,25.0,2
2010072246,25.0,2
2010105127,25.0,2
2010112269,25.0,2
2010042223,25.0,2
2010042223,25.0,2
2010069807,25.0,25
2010069807,25.0,25
2010097028,25.0,25
2010097028,25.0,25
2010093683,30.0,67
2010093683,30.0,67
2010093683,25.0,67
2010114562,25.0,67
2010116357,,67
2010116357,,67
2010075063,30.0,67
2010075063,,67
2010122864,40.0,6
2010107956,25.0,46
2010107956,25.0,46
2010028901,25.0,40
2010028901,25.0,40
2010028901,35.0,40
2010028901,25.0,40
2010051757,25.0,39
2010051757,35.0,39
2010080136,25.0,21
2010080136,25.0,21
2010074238,35.0,39
2010119552,25.0,25
2010119552,25.0,25
2010084564,25.0,67
2010081956,25.0,67
2010081956,,67
2010067083,35.0,67
2010070066,25.0,67
2010070066,,67
2010072522,25.0,46
2010075886,15.0,67
2010099623,35.0,67
2010099623,,67
2010099623,35.0,67
2010048857,25.0,67
2010048857,25.0,67
2010097101,25.0,6
2010097101,25.0,6
2010113288,25.0,67
2010113288,25.0,67
2010094227,,67
2010058789,15.0,6
2011000880,25.0,67
2010055697,15.0,2
2010069249,25.0,67
2010069249,25.0,67
2010113333,,67
2010039285,25.0,67
2010039285,25.0,67
2010038811,25.0,67
2010038811,25.0,67
2010074644,,67
2010074644,,67
2010088656,,67
2010088656,,67
2010102375,25.0,67
2010065125,,6
2010065125,25.0,6
2010060294,25.0,67
2010060294,,67
2010090107,30.0,67
2010059624,35.0,67
2010059624,,67
2010094236,,67
2010094236,,67
2010104921,,67
2010104921,25.0,67
2010091259,25.0,67
2010084607,25.0,67
2010084607,45.0,67
2010118278,15.0,22
2010118278,35.0,22
2010118093,25.0,67
2010118093,25.0,67
2010062027,25.0,67
2010062027,,67
2010062027,25.0,67
2010019411,35.0,6
2010019411,35.0,6
2010019411,35.0,6
2010019411,,6
2010019411,,6
2010019411,35.0,6
2010021630,35.0,67
2010021630,,67
2010067076,,67
2010067076,25.0,67
2010070738,,67
2010052187,35.0,6
2010052187,25.0,6
2010052187,25.0,6
2010052187,35.0,6
2010052187,25.0,6
2010075112,,67
2010105023,25.0,67
2010105023,35.0,67
2010118388,25.0,67
2010083584,45.0,36
2010074425,35.0,25
2010074425,25.0,25
2010091783,25.0,2
2010091783,55.0,2
2010091783,25.0,2
2010081596,40.0,25
2010066015,35.0,23
2010066015,35.0,23
2010071024,35.0,18
2010113821,,67
2010091696,25.0,36
2010087172,25.0,21
2010087172,25.0,21
2010087172,25.0,21
2010087172,25.0,21
2010049229,35.0,64
2010049229,15.0,64
2010063350,35.0,9
2010063350,35.0,9
2010058434,25.0,14
2010058434,25.0,14
2011001554,45.0,9
2011001554,35.0,9
2011001554,35.0,9
2010039355,35.0,36
2010036835,35.0,66
2010066805,25.0,39
2010066805,,39
2010071319,25.0,40
2010124276,40.0,21
2010094581,35.0,40
2010042739,35.0,23
2010042739,15.0,23
2010051382,25.0,21
2010051382,25.0,21
2010020377,45.0,25
2010095899,15.0,23
2010095899,35.0,23
2010101917,40.0,9
2010091965,25.0,5
2010091965,35.0,5
2010073058,25.0,21
2010037578,,39
2010056419,,6
2010083582,25.0,64
2010083582,15.0,64
2010069668,,67
2010070698,15.0,67
2010075035,25.0,67
2010075035,25.0,67
2010088897,15.0,67
2010088897,20.0,67
2010107467,35.0,40
2010044804,25.0,67
2010044804,30.0,67
2010061990,35.0,67
2010061990,25.0,67
2010094310,,67
2010055366,35.0,22
2010114152,,66
2010114152,45.0,66
2010086759,35.0,48
2010086759,25.0,48
2010116386,25.0,9
2010087941,35.0,36
2010087941,45.0,36
2010037386,25.0,9
2010111142,40.0,67
2010071615,15.0,21
2010107053,35.0,46
2010107053,25.0,46
2010060590,55.0,9
2010068455,25.0,9
2010068455,25.0,9
2010059642,25.0,2
2010059642,25.0,2
2010034808,45.0,66
2010034808,40.0,66
2010029121,35.0,6
2010035131,25.0,2
2010096999,25.0,46
2010096999,25.0,46
2010069623,30.0,39
2010069623,25.0,39
2010084373,35.0,48
2010084373,35.0,48
2010084373,35.0,48
2010084373,35.0,48
2010069353,40.0,7
2010069353,,7
2010110082,25.0,48
2010110082,25.0,48
2010071382,35.0,39
2010071382,35.0,39
2010067639,25.0,66
2010067639,25.0,66
2010089961,55.0,9
2010065103,,39
2010065103,,39
2010082824,35.0,32
2010078862,35.0,2
2010078862,25.0,2
2010112186,25.0,21
2010112186,35.0,21
2010074856,35.0,67
2010074856,35.0,67
2010074856,25.0,67
2010099775,,67
2010099775,,67
2010094481,25.0,2
2010094481,25.0,2
2010057100,35.0,46
2010057100,25.0,46
2010076401,25.0,35
2010076401,25.0,35
2010073130,25.0,2
2010030673,25.0,15
2010030673,,15
2010086946,35.0,49
2010104908,,67
2010104908,25.0,67
2010104908,,67
2010103078,,67
2010103078,,67
2010074860,,67
2010117770,35.0,67
2010086463,40.0,38
2010070748,25.0,67
2010070748,,67
2010117970,25.0,67
2010032813,25.0,67
2010118021,25.0,67
2010118021,,67
2010118021,25.0,67
2010033045,25.0,2
2010033045,25.0,2
2010080611,40.0,7
2010081968,25.0,67
2010081968,25.0,67
2010059507,35.0,23
2010064154,25.0,63
2010110981,35.0,17
2010110981,25.0,17
2010074559,25.0,67
2010074559,25.0,67
2010059474,35.0,46
2010059474,25.0,46
2010105658,25.0,67
2010105658,25.0,67
2010126961,45.0,21
2010126961,35.0,21
2010062239,25.0,67
2010084240,30.0,67
2010084240,35.0,67
2010084240,35.0,67
2010113327,,67
2010048875,,67
2010088866,25.0,67
2010088866,25.0,67
2010088961,,67
2010088961,25.0,67
2011025692,25.0,67
2011025692,25.0,67
2010049604,30.0,2
2010049604,25.0,2
2010049604,25.0,2
2010049604,35.0,2
2010093727,,67
2010093727,25.0,67
2010093727,25.0,67
2010074641,30.0,67
2010074641,,67
2010074052,25.0,23
2010069655,30.0,67
2010069655,35.0,67
2010088747,,67
2010088747,35.0,67
2010088747,35.0,67
2010103950,,67
2010103950,,67
2010084593,25.0,67
2010084593,25.0,67
2010088804,,67
2010088804,,67
2010099632,25.0,36
2010099632,25.0,36
2010044647,,67
2010044647,25.0,67
2010044647,25.0,67
2010074009,35.0,64
2010064703,25.0,67
2010064703,25.0,67
2010090895,25.0,46
2010090895,35.0,46
2010090895,35.0,46
2010069776,40.0,67
2010069776,40.0,67
2010069776,25.0,67
2010062682,35.0,67
2010062040,25.0,67
2010062040,25.0,67
2010074439,25.0,67
2010074572,25.0,67
2010074572,35.0,67
2010059944,45.0,66
2010039705,25.0,52
2010091169,25.0,25
2010091169,25.0,25
2010091169,25.0,25
2010084869,40.0,62
2010084869,40.0,62
2010092599,25.0,2
2010092599,25.0,2
2010070243,45.0,15
2010045461,35.0,63
2010059762,35.0,45
2010117977,25.0,67
2010114041,,67
2010052130,25.0,67
2010052130,35.0,67
2010052130,35.0,67
2010044051,35.0,48
2010044051,35.0,48
2010083205,40.0,46
2010073238,45.0,25
2010035759,35.0,2
2010086302,35.0,66
2010084154,25.0,67
2010084154,25.0,67
2010084154,,67
2010113733,30.0,67
2010113733,30.0,67
2010113733,25.0,67
2010114073,,67
2010101787,35.0,39
2010035471,25.0,22
2010035471,25.0,22
2010058454,25.0,48
2010090223,25.0,35
2010090223,25.0,35
2010058026,25.0,2
2010058026,25.0,2
2010091173,25.0,25
2010091173,25.0,25
2010064819,25.0,25
2010064819,25.0,25
2010029148,35.0,36
2010081769,,67
2010062862,25.0,31
2010062862,25.0,31
2010073126,15.0,2
2010063011,25.0,64
2010086751,25.0,2
2011001082,25.0,67
2011001082,25.0,67
2011001082,,67
2010011570,,67
2010011570,,67
2010035137,25.0,37
2010035137,25.0,37
2010070018,25.0,67
2010070018,,67
2010088700,25.0,67
2010088700,25.0,67
2010088700,30.0,67
2010088700,30.0,67
2010017129,25.0,67
2010017129,25.0,67
2010093717,25.0,67
2010009518,35.0,23
2010009518,25.0,23
2010009518,35.0,23
2010052956,35.0,25
2010052956,25.0,25
2010029471,25.0,67
2010083049,45.0,48
2010039154,35.0,67
2010039154,35.0,67
2010039154,35.0,67
2010039154,35.0,67
2010039154,25.0,67
2010039154,25.0,67
2010046697,25.0,25
2010046697,25.0,25
2010028853,35.0,28
2010056939,40.0,59
2010056939,35.0,59
2010013609,45.0,9
2010013609,35.0,9
2010040633,25.0,25
2010103021,25.0,67
2010103021,25.0,67
2010122558,,67
2010122558,,67
2010045064,35.0,67
2010074090,30.0,67
2010110221,35.0,67
2010110221,40.0,67
2010074635,25.0,67
2010074635,25.0,67
2010086017,25.0,67
2010086017,25.0,67
2010113551,25.0,67
2010053997,35.0,64
2010077482,,61
2010077482,25.0,61
2010058988,25.0,67
2010058988,25.0,67
2010058988,,67
2010088466,40.0,36
2010070077,10.0,67
2010117995,35.0,67
2010117995,35.0,67
2010051656,35.0,9
2010051656,45.0,9
2010081828,35.0,22
2010081828,35.0,22
2010084615,,67
2010084615,,67
2010069871,30.0,67
2010069871,15.0,67
2010084130,25.0,67
2010084130,25.0,67
2010062331,25.0,67
2010062331,,67
2010094152,30.0,67
2010094152,30.0,67
2010094152,30.0,67
2010094152,30.0,67
2010113729,,67
2010113729,,67
2010110877,35.0,67
2010110877,30.0,67
2010069913,25.0,67
2010069913,,67
2010069913,25.0,67
2010078874,35.0,23
2010078874,25.0,23
2010075938,35.0,23
2010075938,25.0,23
2010075938,25.0,23
2010072856,25.0,62
2010109284,25.0,36
2010109284,40.0,36
2010108281,25.0,23
2010108281,25.0,23
2010043368,25.0,48
2010088910,,67
2010088910,,67
2010117826,,67
2010117826,,67
2010117826,,67
2010047903,35.0,36
2010086031,25.0,67
2010044759,,67
2010044759,30.0,67
2010034170,,67
2010034170,,67
2010055247,25.0,46
2010055247,35.0,46
2010083910,35.0,23
2010083910,35.0,23
2010083910,35.0,23
2010083910,25.0,23
2010074646,25.0,67
2010074646,25.0,67
2010094283,,67
2010094283,,67
2010040239,25.0,9
2010067642,25.0,62
2010067642,40.0,62
2010105721,45.0,14
2010105721,45.0,14
2010105721,35.0,14
2010046560,25.0,2
2010046560,25.0,2
2010006995,45.0,23
2010006995,15.0,23
2010079684,35.0,28
2010083824,15.0,23
2010083824,25.0,23
2010068060,35.0,9
2010068060,15.0,9
2010129353,40.0,22
2010129353,35.0,22
2010014724,40.0,63
2010076951,25.0,55
2010076951,35.0,55
2010062578,45.0,46
2010047183,15.0,3
2010025171,,36
2010074876,,67
2010074876,,67
2010111379,25.0,6
2010111379,25.0,6
2010052357,25.0,67
2010052357,25.0,67
2010052357,25.0,67
2010052357,25.0,67
2010046555,25.0,66
2010046555,25.0,66
2010090853,25.0,14
2010090853,25.0,14
2010083578,35.0,14
2010083578,35.0,14
2010083578,35.0,14
2010031069,,14
2010031069,25.0,14
2011000755,35.0,23
2010089632,25.0,36
2010089632,25.0,36
2010029654,40.0,21
2010059040,40.0,9
2010059040,40.0,9
2010059040,40.0,9
2010073295,30.0,39
2010073295,25.0,39
2010073881,35.0,66
2010073881,25.0,66
2010100923,45.0,43
2010100923,45.0,43
2010100923,35.0,43
2010062415,25.0,66
2010062415,25.0,66
2010074845,,67
2010074845,,67
2010032797,,67
2010032797,25.0,67
2010032129,25.0,35
2010032129,25.0,35
2010097240,55.0,46
2010077049,25.0,11
2010077049,,11
2010068745,25.0,48
2010068745,25.0,48
2010101939,35.0,40
2010033527,25.0,26
2010033527,25.0,26
2010067638,,33
2010067638,25.0,33
2010067638,25.0,33
2010067638,35.0,33
2010096818,25.0,39
2010048631,,39
2010086050,15.0,23
2010086050,15.0,23
2010095615,25.0,9
2010043242,25.0,15
2010043242,25.0,15
2010066195,25.0,66
2010028613,15.0,23
2010028613,35.0,23
2010057017,45.0,42
2010100525,25.0,7
2010100525,30.0,7
2010078006,35.0,38
2010078006,45.0,38
2010097726,,2
2010081555,25.0,6
2010081555,25.0,6
2011024375,35.0,67
2010047547,35.0,43
2010118739,35.0,46
2010118739,25.0,46
2010118739,35.0,46
2010036370,45.0,64
2010031794,35.0,2
2010031794,35.0,2
2010055475,25.0,39
2010025969,45.0,66
2010092485,25.0,9
2010092485,25.0,9
2010061457,25.0,2
2010061457,25.0,2
2010056674,25.0,10
2010056674,25.0,10
2010046682,35.0,40
2010046682,25.0,40
2010046682,25.0,40
2010066566,25.0,25
2010109950,25.0,36
2010109950,35.0,36
2010037591,35.0,36
2010043314,25.0,36
2010043314,25.0,36
2010112891,25.0,36
2010112891,25.0,36
2010089112,25.0,67
2010089112,15.0,67
2011025719,25.0,67
2010088857,,67
2010088857,25.0,67
2010117727,,67
2010117727,25.0,67
2010042110,25.0,46
2010042110,25.0,46
2010079494,25.0,35
2010079494,25.0,35
2010079494,25.0,35
2010102948,25.0,67
2010102948,25.0,67
2010102948,30.0,67
2010102948,25.0,67
2010123849,35.0,6
2010123849,25.0,6
2010123849,35.0,6
2010058914,30.0,67
2010058914,30.0,67
2010058914,25.0,67
2010104938,,67
2010104938,35.0,67
2010104938,30.0,67
2010104938,30.0,67
2010104938,30.0,67
2011029097,35.0,41
2011029097,35.0,41
2011029097,35.0,41
2010092029,25.0,17
2010092029,25.0,17
2011024345,30.0,67
2011024345,30.0,67
2011024345,30.0,67
2011024345,,67
2010095680,25.0,61
2010095680,25.0,61
2010122423,25.0,67
2010122423,,67
2010122423,,67
2010122423,25.0,67
2010048864,,67
2010048864,,67
2011026345,,67
2010105655,30.0,67
2010105655,30.0,67
2010105655,25.0,67
2010105655,25.0,67
2010078294,35.0,53
2010077227,25.0,15
2010077227,25.0,15
2010094296,,67
2010033082,25.0,55
2010033082,25.0,55
2011027931,,67
2010103086,25.0,67
2010091627,40.0,36
2010091627,25.0,36
2010054773,35.0,48
2010100914,30.0,67
2010081523,25.0,67
2010021722,25.0,67
2010021722,,67
2010073306,35.0,41
2010073306,35.0,41
2010025588,25.0,21
2010025588,,21
2010088911,,67
2010088911,,67
2010099833,,67
2010099833,,67
2010039141,30.0,67
2010039141,,67
2011008238,35.0,67
2011008238,25.0,67
2010046417,25.0,44
2010046417,25.0,44
2010087084,35.0,40
2010091779,35.0,46
2010048886,25.0,67
2010040522,25.0,67
2010104394,15.0,15
2010052398,,67
2010052398,25.0,67
2010052398,,67
2010053217,,67
2010053217,25.0,67
2010053217,25.0,67
2011000121,25.0,19
2011000121,,19
2010067949,,67
2010067949,30.0,67
2010026006,25.0,43
2010080302,35.0,63
2010085953,55.0,21
2010047633,35.0,23
2010047633,25.0,23
2010058798,,67
2010058798,,67
2011005599,25.0,66
2011005599,35.0,66
2010100434,25.0,38
2010100434,25.0,38
2010053622,40.0,66
2010053622,35.0,66
2010053622,40.0,66
2010090505,,9
2010090505,45.0,9
2010069794,40.0,25
2010052971,40.0,2
2010029152,25.0,25
2010029152,25.0,25
2010124829,35.0,35
2010048160,25.0,2
2010048160,25.0,2
2010043081,25.0,46
2010067142,25.0,2
2010067142,25.0,2
2010056648,35.0,6
2010062024,25.0,67
2010062024,25.0,67
2010095508,15.0,43
2010095508,35.0,43
2010035385,25.0,25
2010035385,25.0,25
2010048848,,67
2010048848,,67
2010040528,35.0,67
2010040528,15.0,67
2010034183,25.0,67
2010034183,25.0,67
2010077300,25.0,25
2010077300,25.0,25
2010100013,35.0,40
2010100013,35.0,40
2010110820,35.0,67
2010053087,40.0,9
2010087429,45.0,2
2010075474,45.0,40
2010099760,,67
2010099760,,67
2010041871,,37
2010041871,30.0,37
2010041871,25.0,37
2010041871,25.0,37
2010076136,25.0,35
2010076136,25.0,35
2010103003,25.0,25
2010110913,25.0,25
2010110913,25.0,25
2010110913,35.0,25
2010110913,25.0,25
2010110913,25.0,25
2010007581,35.0,23
2010007581,25.0,23
2010097020,25.0,25
2010097020,25.0,25
2010113502,25.0,67
2010070063,,67
2010070063,25.0,67
2010094128,30.0,67
2010094128,35.0,67
2010094128,30.0,67
2010122642,25.0,67
2010052343,,67
2010052343,,67
2010045065,25.0,67
2010045065,25.0,67
2010045065,25.0,67
2010074688,25.0,25
2010074688,25.0,25
2010101743,35.0,39
2010101743,35.0,39
2010101743,35.0,39
2010080161,40.0,39
2010080161,35.0,39
2010080161,,39
2010080161,25.0,39
2010086956,35.0,46
2010052239,25.0,67
2010122172,25.0,67
2010122172,35.0,67
2011026296,,67
2010029118,25.0,36
2010029118,25.0,36
2010081919,30.0,67
2010104937,30.0,67
2010058777,25.0,67
2010058777,35.0,67
2010088748,,67
2010097221,25.0,44
2010097221,25.0,44
2010085258,25.0,36
2010085258,25.0,36
2010075673,40.0,48
2010017107,25.0,67
2010017107,,67
2010128756,25.0,36
2010128756,25.0,36
2010055844,35.0,36
2010055844,35.0,36
2010046665,35.0,36
2010046665,25.0,36
2010094100,25.0,67
2010094100,25.0,67
2010062315,25.0,67
2010074429,30.0,67
2010074429,,67
2010074429,25.0,67
2010074429,30.0,67
2010061201,25.0,45
2010074369,,67
2010084195,35.0,67
2010084195,25.0,67
2010041429,25.0,6
2010041429,25.0,6
2010042996,25.0,14
2010042996,25.0,14
2010070385,25.0,59
2010070385,25.0,59
2010094282,35.0,67
2010099508,25.0,67
2010099508,25.0,67
2010058956,35.0,67
2010098346,25.0,67
2010098346,25.0,67
2010032577,,67
2010032577,,67
2010106266,35.0,40
2010106266,35.0,40
2010106266,35.0,40
2010106266,35.0,40
2010106266,35.0,40
2010056520,35.0,21
2010056520,,21
2010037326,55.0,21
2010096525,25.0,23
2010096525,25.0,23
2010068824,25.0,46
2010068824,25.0,46
2010063657,25.0,8
2010063657,25.0,8
2010079702,45.0,62
2010007916,40.0,21
2010007916,40.0,21
2010007916,40.0,21
2010085280,,21
2010085280,,21
2010128157,40.0,6
2010128157,55.0,6
2010057900,25.0,67
2010057900,15.0,67
2010072765,35.0,46
2010009021,35.0,46
2010009021,35.0,46
2010117989,25.0,67
2010117989,25.0,67
2010071217,25.0,55
2010032901,45.0,36
2010096561,35.0,25
2010096561,35.0,25
2010034246,40.0,15
2010034246,25.0,15
2010129604,15.0,36
2010129604,35.0,36
2010057173,25.0,6
2010057173,25.0,6
2010025369,40.0,36
2010048488,15.0,39
2010048488,25.0,39
2010069155,45.0,43
2010063666,35.0,48
2010063666,25.0,48
2010077188,25.0,2
2010077188,25.0,2
2010101291,25.0,48
2010080807,,7
2010080807,,7
2010036239,25.0,23
2010036239,15.0,23
2010099916,45.0,36
2010091602,40.0,9
2010056845,15.0,23
2010056845,25.0,23
2010041601,,23
2010041601,15.0,23
2010017016,25.0,23
2010074782,35.0,9
2010074782,40.0,9
2010074373,25.0,67
2010077406,25.0,36
2010077406,25.0,36
2010052637,35.0,23
2010052637,35.0,23
2010052637,35.0,23
2010052637,35.0,23
2010066437,25.0,38
2010066437,25.0,38
2010049799,25.0,7
2010049799,25.0,7
2010034846,25.0,36
2010039739,35.0,36
2011025804,45.0,32
2011025804,55.0,32
2010043708,35.0,46
2010043708,40.0,46
2010043708,40.0,46
2010090634,55.0,3
2010082093,35.0,39
2010082093,35.0,39
2010017016,25.0,23
2010106138,35.0,36
2010054780,35.0,66
2010103098,25.0,67
2010103098,25.0,67
2010103098,25.0,67
2010048460,35.0,67
2010122561,,67
2010074639,25.0,67
2010081640,25.0,67
2010081640,,67
2010069587,30.0,67
2010069587,25.0,67
2010069587,30.0,67
2010074463,25.0,67
2010074463,25.0,67
2010082878,25.0,35
2010082878,25.0,35
2010045136,25.0,38
2010045136,25.0,38
2010082325,25.0,38
2010082325,25.0,38
2010091034,25.0,35
2010091034,25.0,35
2010044776,,67
2010027821,25.0,46
2010027821,25.0,46
2010069099,25.0,2
2010069099,25.0,2
2010059231,25.0,15
2010059231,45.0,15
2010059231,25.0,15
2010059231,45.0,15
2010069275,,67
2010069275,25.0,67
2010069275,25.0,67
2011013156,25.0,67
2011013156,25.0,67
2010062322,25.0,46
2010062322,25.0,46
2010038297,25.0,35
2010038297,25.0,35
2010037801,25.0,7
2010037801,25.0,7
2010063540,15.0,35
2010063540,25.0,35
2010063540,25.0,35
2010099337,55.0,52
2010099337,25.0,52
2010079885,25.0,64
2010079885,25.0,64
2010088313,45.0,3
2010088824,25.0,67
2010088824,25.0,67
2010069955,30.0,67
2010069955,25.0,67
2010069955,,67
2010074829,,67
2010074829,,67
2010062295,,67
2010062295,25.0,67
2010073158,25.0,2
2010073158,25.0,2
2010089835,25.0,38
2010089835,,38
2010044645,,67
2010044645,,67
2010057191,25.0,40
2010057191,25.0,40
2010024777,25.0,61
2010070041,25.0,67
2010070041,25.0,67
2010113827,25.0,67
2010113827,25.0,67
2010045090,,67
2010045090,,67
2010052087,25.0,67
2011048656,25.0,67
2011048656,25.0,67
2010052149,25.0,67
2010052149,25.0,67
2010071273,40.0,46
2010071273,25.0,46
2010088677,15.0,67
2010088692,,67
2010088692,,67
2010103445,25.0,38
2010103445,45.0,38
2010039137,35.0,67
2010044555,,67
2010044555,,67
2010040552,,67
2010044612,25.0,67
2010118032,25.0,67
2010064477,35.0,6
2010064477,35.0,6
2010045066,25.0,67
2010045066,25.0,67
2010086951,25.0,38
2010086951,25.0,38
2010089297,40.0,46
2010089297,40.0,46
2010089297,25.0,46
2010084230,,67
2010084230,,67
2010097766,25.0,15
2010097766,25.0,15
2010118437,35.0,67
2010118437,30.0,67
2010110722,,67
2010110722,,67
2010105641,,67
2010105641,,67
2010051116,25.0,35
2010051116,25.0,35
2010075578,25.0,22
2010103064,25.0,67
2010103064,25.0,67
2010091268,,67
2010091268,25.0,67
2010003893,25.0,64
2010088032,25.0,17
2010090871,35.0,21
2010090871,,21
2010065291,,17
2010065291,35.0,17
2010065291,35.0,17
2010044475,25.0,67
2010125095,25.0,67
2010125095,,67
2010125095,,67
2010094300,25.0,67
2010094300,25.0,67
2010040523,35.0,67
2010040523,35.0,67
2010040523,25.0,67
2010040523,35.0,67
2010040523,35.0,67
2010040523,25.0,67
2010040523,35.0,67
2010040523,35.0,67
2010094116,,67
2010094116,,67
2010069986,,67
2010069986,,67
2010082777,35.0,4
2010100682,25.0,22
2010100682,25.0,22
2010053300,25.0,46
2010053300,25.0,46
2010052354,,67
2010103052,,67
2010103052,,67
2010041515,25.0,38
2010041515,25.0,38
2010081588,25.0,25
2010081588,25.0,25
2010083934,25.0,25
2010083934,25.0,25
2010051343,25.0,2
2010051343,25.0,2
2010047901,25.0,40
2011024965,35.0,46
2010069798,35.0,25
2010053797,30.0,48
2010053797,25.0,48
2010038079,25.0,61
2010038079,25.0,61
2010084232,35.0,67
2010084232,35.0,67
2010084232,,67
2010084131,25.0,67
2010044441,,67
2010044441,25.0,67
2010011528,,67
2010011528,,67
2010058311,55.0,5
2010072647,25.0,25
2010072647,25.0,25
2010076034,25.0,19
2010076034,35.0,19
2010066872,35.0,23
2010066872,40.0,23
2010066872,40.0,23
2010066872,35.0,23
2010047593,25.0,18
2010047593,25.0,18
2010062747,25.0,35
2010062747,25.0,35
2010062747,25.0,35
2010040414,35.0,9
2010040414,25.0,9
2010030319,35.0,6
2010030319,35.0,6
2010030319,35.0,6
2010085594,25.0,46
2010099729,30.0,67
2010099729,30.0,67
2010099729,,67
2010062272,15.0,23
2010062272,35.0,23
2010052734,35.0,2
2010052734,25.0,2
2010096917,15.0,6
2010096917,25.0,6
2010099886,,35
2010099886,25.0,35
2010099886,,35
2010067821,40.0,6
2010067821,40.0,6
2010048849,30.0,67
2010104979,25.0,67
2010104979,25.0,67
2010059592,,67
2010059592,25.0,67
2010059592,25.0,67
2010112454,25.0,36
2010112454,25.0,36
2010062280,,67
2010062280,,67
2010094146,25.0,67
2010094146,25.0,67
2010094184,30.0,67
2010094184,25.0,67
2010094184,25.0,67
2010117936,25.0,67
2010088713,25.0,67
2010070248,35.0,9
2010104660,25.0,46
2010104660,25.0,46
2010007272,35.0,9
2010063071,35.0,9
2010036341,15.0,2
2010081780,,67
2011027929,,67
2011027929,,67
2010086617,35.0,9
2010114551,25.0,6
2010114551,25.0,6
2010086941,25.0,2
2010086941,25.0,2
2010086472,25.0,2
2010092866,25.0,35
2010055192,25.0,42
2010055192,25.0,42
2010096866,35.0,25
