CRN,GRADE,IMPACT_POINT,RDWY_ALIGNMENT,UNIT_NUM,VEH_MOVEMENT,VEH_POSITION,VEH_ROLE,VEH_TYPE,PC_HDLGHT_IND,PC_HLMT_IND,PC_REAR_RFLTR_IND
2005159580,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2005416885,1.0,99.0,1.0,2,98.0,11.0,1.0,20.0,N,N,U
2005207631,9.0,3.0,9.0,2,98.0,8.0,2.0,20.0,U,U,U
2005404773,1.0,12.0,1.0,2,1.0,11.0,1.0,20.0,N,N,U
2005180828,3.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,U
2005177211,2.0,10.0,2.0,1,98.0,6.0,2.0,20.0,N,Y,Y
2005143955,1.0,99.0,1.0,1,99.0,13.0,2.0,20.0,U,N,U
2005133956,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005133956,1.0,12.0,1.0,3,1.0,1.0,1.0,20.0,N,Y,Y
2005162495,1.0,5.0,3.0,2,17.0,1.0,2.0,20.0,Y,N,Y
2005189660,3.0,12.0,1.0,1,10.0,0.0,1.0,20.0,N,N,N
2005141576,1.0,1.0,1.0,1,1.0,1.0,1.0,20.0,U,N,U
2005193361,1.0,2.0,1.0,1,1.0,1.0,2.0,20.0,U,Y,U
2005173294,3.0,9.0,1.0,2,4.0,9.0,1.0,20.0,U,U,U
2005138807,1.0,9.0,1.0,2,1.0,99.0,2.0,20.0,N,N,Y
2005203069,9.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2005196377,1.0,3.0,1.0,1,1.0,98.0,2.0,20.0,U,N,U
2005408103,3.0,12.0,1.0,1,12.0,7.0,1.0,20.0,N,Y,Y
2006001303,1.0,3.0,1.0,1,1.0,7.0,2.0,20.0,N,N,Y
2005148610,1.0,12.0,1.0,1,1.0,98.0,2.0,20.0,U,U,U
2005135512,1.0,12.0,1.0,2,1.0,6.0,1.0,20.0,N,Y,Y
2005134342,5.0,9.0,1.0,2,1.0,11.0,2.0,20.0,N,Y,N
2005127066,1.0,1.0,1.0,1,1.0,1.0,1.0,20.0,N,Y,Y
2005172849,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2005155333,1.0,9.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2005066478,3.0,12.0,1.0,1,1.0,99.0,1.0,20.0,U,U,U
2005192598,1.0,7.0,1.0,2,8.0,99.0,2.0,20.0,N,N,N
2005418352,3.0,9.0,1.0,2,1.0,1.0,1.0,20.0,N,N,Y
2005210124,9.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005202635,9.0,3.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005192447,1.0,12.0,1.0,1,1.0,1.0,1.0,21.0,N,N,Y
2005192925,3.0,11.0,1.0,1,1.0,1.0,2.0,20.0,N,N,Y
2005157737,1.0,12.0,1.0,1,98.0,98.0,1.0,20.0,N,N,N
2005214241,9.0,99.0,1.0,2,1.0,1.0,1.0,20.0,U,U,U
2005206541,9.0,6.0,1.0,2,1.0,6.0,2.0,20.0,U,U,U
2005118287,1.0,1.0,1.0,1,12.0,7.0,2.0,20.0,N,N,Y
2005181073,1.0,9.0,1.0,1,1.0,12.0,1.0,20.0,N,N,N
2005193678,1.0,2.0,1.0,1,99.0,1.0,1.0,20.0,U,N,U
2005211809,9.0,12.0,9.0,2,10.0,1.0,1.0,20.0,U,U,U
2006004101,1.0,9.0,1.0,2,12.0,1.0,1.0,20.0,Y,Y,Y
2005209131,9.0,12.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2005209490,9.0,12.0,1.0,1,1.0,8.0,1.0,20.0,U,U,U
2005203742,9.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005193112,1.0,12.0,1.0,2,1.0,11.0,1.0,20.0,U,Y,U
2005418493,1.0,3.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2005120363,1.0,3.0,1.0,2,1.0,12.0,2.0,20.0,N,N,U
2005197101,3.0,12.0,1.0,1,12.0,7.0,1.0,21.0,N,Y,Y
2005204959,9.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005162473,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,U
2005142047,1.0,9.0,1.0,2,1.0,98.0,1.0,20.0,N,N,Y
2005213225,9.0,3.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005213225,9.0,12.0,1.0,3,1.0,98.0,0.0,20.0,U,U,U
2005174633,1.0,3.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2005142125,1.0,3.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2005139561,1.0,12.0,1.0,1,15.0,1.0,1.0,20.0,N,N,Y
2005128314,1.0,9.0,1.0,1,1.0,7.0,2.0,20.0,U,U,U
2005400473,1.0,1.0,1.0,2,3.0,4.0,2.0,20.0,Y,Y,Y
2005400029,5.0,6.0,1.0,2,3.0,1.0,2.0,20.0,N,N,Y
2005174814,1.0,2.0,1.0,2,12.0,7.0,2.0,20.0,U,N,U
2005138007,1.0,5.0,1.0,2,1.0,1.0,2.0,20.0,N,N,U
2005149937,3.0,0.0,1.0,2,1.0,11.0,0.0,20.0,U,U,U
2005071568,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2005127443,1.0,1.0,1.0,1,12.0,1.0,1.0,21.0,N,N,Y
2005150552,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2005184728,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005160192,1.0,12.0,1.0,2,1.0,6.0,2.0,20.0,U,U,U
2005130662,1.0,11.0,1.0,1,1.0,98.0,2.0,20.0,N,N,U
2005208958,9.0,99.0,9.0,1,99.0,9.0,1.0,20.0,U,U,U
2005144783,4.0,3.0,1.0,1,12.0,7.0,2.0,20.0,N,N,U
2005417932,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2005205090,9.0,3.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2005141187,1.0,3.0,1.0,2,10.0,5.0,2.0,20.0,U,N,U
2005184723,3.0,0.0,4.0,1,16.0,1.0,1.0,20.0,U,Y,U
2005186681,1.0,3.0,1.0,2,98.0,98.0,2.0,20.0,N,N,N
2005133839,1.0,3.0,1.0,2,12.0,1.0,2.0,20.0,N,N,Y
2005152350,1.0,5.0,1.0,2,1.0,1.0,2.0,20.0,N,U,U
2005184981,1.0,0.0,1.0,2,1.0,1.0,2.0,20.0,N,N,U
2005181085,3.0,8.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2005123139,9.0,99.0,1.0,2,12.0,1.0,2.0,20.0,U,N,U
2005198876,1.0,9.0,1.0,1,5.0,9.0,2.0,20.0,N,N,Y
2005184088,1.0,12.0,1.0,1,1.0,13.0,1.0,20.0,U,N,U
2005147896,1.0,7.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005152443,1.0,7.0,1.0,1,1.0,6.0,2.0,20.0,N,N,N
2005187120,1.0,99.0,1.0,2,12.0,9.0,2.0,20.0,U,U,U
2005116666,3.0,12.0,1.0,2,10.0,98.0,1.0,20.0,U,U,U
2005414970,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,Y
2005401294,1.0,12.0,1.0,1,1.0,11.0,1.0,20.0,N,N,N
2005129440,3.0,12.0,1.0,2,1.0,1.0,1.0,20.0,U,U,U
2005154475,3.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,N,Y
2005129706,1.0,9.0,1.0,2,1.0,11.0,2.0,20.0,,,
2006004871,3.0,3.0,1.0,1,1.0,12.0,1.0,20.0,N,N,N
2005185028,3.0,12.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005130738,1.0,3.0,1.0,2,98.0,6.0,2.0,20.0,U,N,U
2005160728,9.0,99.0,1.0,2,1.0,6.0,2.0,20.0,N,N,Y
2005191540,9.0,99.0,9.0,1,99.0,99.0,1.0,20.0,U,N,U
2005189078,1.0,1.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005185774,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,N,U
2005148546,3.0,12.0,1.0,1,1.0,3.0,1.0,20.0,U,U,U
2005187438,1.0,12.0,1.0,2,1.0,11.0,2.0,20.0,N,N,Y
2005151306,1.0,12.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2005161750,1.0,9.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2006013211,9.0,99.0,1.0,2,99.0,99.0,2.0,20.0,N,N,Y
2005172403,2.0,9.0,1.0,1,1.0,1.0,2.0,20.0,N,N,U
2005184705,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,U
2005153951,1.0,12.0,1.0,2,1.0,11.0,1.0,20.0,N,Y,U
2005410976,2.0,12.0,1.0,1,15.0,1.0,1.0,20.0,U,U,U
2006011345,9.0,99.0,9.0,2,99.0,99.0,1.0,20.0,U,U,U
2005161471,1.0,0.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2005101280,9.0,99.0,1.0,2,15.0,99.0,2.0,20.0,U,U,U
2005161181,3.0,12.0,4.0,2,16.0,1.0,2.0,20.0,Y,Y,Y
2005404418,9.0,99.0,1.0,2,1.0,1.0,2.0,20.0,N,N,U
2005189195,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,U,U,U
2005156516,3.0,12.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005406335,1.0,3.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2005190690,3.0,12.0,1.0,1,5.0,9.0,1.0,20.0,U,U,U
2005188425,1.0,1.0,1.0,2,1.0,99.0,2.0,20.0,U,N,U
2005142943,1.0,12.0,1.0,1,99.0,13.0,1.0,20.0,U,U,U
2005142943,1.0,12.0,1.0,2,99.0,99.0,1.0,20.0,U,U,U
2005173123,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,N,N,U
2005155999,3.0,12.0,1.0,1,8.0,7.0,1.0,20.0,N,N,N
2005148252,9.0,99.0,9.0,2,99.0,98.0,2.0,20.0,U,Y,U
2005195896,3.0,1.0,1.0,2,15.0,7.0,3.0,20.0,N,N,N
2005406519,1.0,9.0,1.0,1,8.0,1.0,1.0,20.0,U,Y,U
2005180800,1.0,99.0,1.0,1,1.0,7.0,2.0,20.0,U,N,U
2005098283,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,N,U
2005160026,9.0,99.0,1.0,2,1.0,7.0,2.0,20.0,N,N,N
2006016229,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005193184,1.0,12.0,1.0,1,1.0,0.0,2.0,20.0,U,U,U
2005134944,9.0,99.0,1.0,2,1.0,13.0,2.0,20.0,N,N,N
2005190112,1.0,12.0,1.0,2,2.0,1.0,2.0,20.0,Y,Y,Y
2005191583,1.0,99.0,1.0,2,1.0,99.0,2.0,20.0,U,N,U
2005161452,1.0,0.0,1.0,2,1.0,98.0,2.0,20.0,U,N,U
2005161457,1.0,99.0,1.0,1,4.0,99.0,1.0,20.0,U,N,U
2005406490,1.0,99.0,1.0,1,99.0,99.0,1.0,20.0,U,N,U
2005091428,1.0,6.0,1.0,1,10.0,1.0,2.0,20.0,N,N,Y
2005126492,1.0,3.0,1.0,2,98.0,12.0,3.0,20.0,N,N,N
2005404475,1.0,99.0,2.0,2,98.0,98.0,2.0,20.0,U,N,U
2005188019,1.0,12.0,1.0,2,99.0,99.0,1.0,20.0,N,N,U
2005132494,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2005149450,1.0,6.0,1.0,1,15.0,99.0,2.0,20.0,U,U,U
2005407119,3.0,5.0,1.0,2,98.0,0.0,2.0,20.0,U,N,U
2005150182,9.0,1.0,1.0,1,1.0,13.0,1.0,20.0,,,
2005404559,3.0,1.0,1.0,1,8.0,13.0,1.0,20.0,U,N,U
2005189502,9.0,99.0,1.0,2,99.0,99.0,2.0,20.0,U,N,U
2005407001,1.0,0.0,1.0,1,98.0,98.0,1.0,20.0,U,U,U
2005188431,9.0,99.0,1.0,2,15.0,99.0,2.0,20.0,N,U,N
2006013564,1.0,5.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2005213763,9.0,11.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2005161278,1.0,12.0,1.0,1,98.0,98.0,1.0,20.0,U,U,U
2005109893,3.0,12.0,1.0,2,1.0,1.0,1.0,20.0,N,N,N
2005198866,1.0,9.0,1.0,2,1.0,6.0,2.0,20.0,N,N,N
2005191564,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,N,U
2005191494,1.0,12.0,1.0,2,1.0,3.0,2.0,20.0,U,N,U
2005065545,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005205612,9.0,1.0,1.0,2,1.0,1.0,1.0,20.0,U,U,U
2005401101,1.0,6.0,1.0,2,1.0,3.0,2.0,20.0,U,U,U
2005194524,1.0,12.0,1.0,2,1.0,6.0,1.0,20.0,N,N,Y
2005153464,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,N,Y
2005102113,1.0,12.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2005194445,9.0,99.0,9.0,2,99.0,99.0,1.0,20.0,N,N,U
2005180695,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,N,N,N
2005188452,1.0,9.0,1.0,2,1.0,99.0,2.0,20.0,,,
2005414857,9.0,99.0,9.0,2,99.0,98.0,2.0,20.0,U,N,U
2005155896,3.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2005174919,3.0,1.0,1.0,2,1.0,7.0,1.0,20.0,U,U,U
2005153778,3.0,5.0,1.0,2,98.0,98.0,2.0,20.0,N,N,U
2005131544,3.0,3.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2005137454,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,N
2005137051,1.0,99.0,1.0,2,10.0,98.0,1.0,20.0,U,N,N
2005190086,1.0,12.0,1.0,1,10.0,7.0,1.0,20.0,U,U,U
2005406910,1.0,6.0,1.0,2,99.0,99.0,2.0,21.0,U,U,U
2005110146,1.0,1.0,1.0,1,1.0,98.0,1.0,20.0,,,
2005141377,3.0,9.0,1.0,2,1.0,98.0,1.0,20.0,N,N,Y
2005168089,1.0,0.0,1.0,1,15.0,1.0,0.0,20.0,N,N,Y
2005188579,1.0,8.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005147749,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2006010946,1.0,3.0,1.0,2,1.0,3.0,2.0,20.0,U,U,U
2006010946,1.0,12.0,1.0,3,1.0,3.0,1.0,20.0,U,U,U
2005401335,2.0,6.0,1.0,2,15.0,1.0,2.0,20.0,U,U,U
2005139495,3.0,12.0,1.0,1,1.0,99.0,1.0,20.0,N,N,N
2005121217,1.0,2.0,1.0,2,1.0,1.0,2.0,20.0,U,U,Y
2005162019,1.0,3.0,1.0,2,1.0,7.0,3.0,20.0,U,N,U
2005413593,9.0,99.0,1.0,2,99.0,99.0,2.0,20.0,N,N,U
2005192465,3.0,9.0,1.0,1,1.0,1.0,1.0,20.0,N,Y,N
2005189202,9.0,9.0,1.0,2,99.0,98.0,2.0,20.0,N,N,U
2005134128,3.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,Y
2005192069,1.0,3.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2005064964,9.0,99.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005170964,1.0,3.0,1.0,1,15.0,7.0,2.0,20.0,N,N,Y
2005209650,9.0,5.0,9.0,1,15.0,3.0,2.0,20.0,U,U,U
2005207754,9.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005203982,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,U,U
2005174956,3.0,9.0,1.0,1,1.0,13.0,2.0,20.0,U,N,N
2005146907,9.0,12.0,9.0,1,99.0,99.0,1.0,20.0,N,N,N
2005139848,1.0,12.0,1.0,2,98.0,98.0,1.0,20.0,U,U,U
2005198739,1.0,9.0,1.0,1,1.0,12.0,2.0,20.0,U,N,U
2005197479,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005149442,1.0,0.0,1.0,2,1.0,0.0,2.0,20.0,U,U,U
2005119480,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,N,N,Y
2005157012,3.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2005105225,1.0,9.0,1.0,1,4.0,1.0,1.0,20.0,N,N,Y
2005407857,1.0,1.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2005134761,1.0,2.0,1.0,1,1.0,13.0,1.0,20.0,N,N,Y
2005194019,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,Y,N,Y
2005155153,2.0,12.0,1.0,1,1.0,3.0,1.0,20.0,U,N,U
2005416311,4.0,9.0,1.0,1,1.0,11.0,2.0,20.0,N,N,N
2005205347,9.0,9.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2006002937,1.0,99.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2005405132,9.0,9.0,1.0,1,1.0,12.0,1.0,20.0,U,N,U
2005196117,1.0,3.0,1.0,1,1.0,1.0,1.0,20.0,Y,Y,Y
2005162310,3.0,99.0,1.0,1,1.0,11.0,1.0,20.0,N,N,Y
2005122807,1.0,12.0,1.0,1,1.0,9.0,1.0,20.0,N,N,N
2005150605,1.0,3.0,1.0,1,1.0,98.0,2.0,20.0,N,N,U
2005199755,3.0,99.0,1.0,1,15.0,7.0,1.0,20.0,U,U,U
2005206303,9.0,9.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2005187664,3.0,9.0,1.0,1,1.0,1.0,2.0,20.0,N,N,U
2005195000,3.0,3.0,3.0,2,17.0,8.0,3.0,20.0,N,N,Y
2005187232,1.0,12.0,1.0,1,1.0,8.0,1.0,20.0,N,N,Y
2005192022,3.0,12.0,3.0,1,17.0,7.0,1.0,20.0,U,N,U
2005213628,9.0,9.0,9.0,2,99.0,0.0,2.0,20.0,U,U,U
2005139068,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2005205981,9.0,3.0,9.0,1,99.0,8.0,2.0,20.0,U,U,U
2005167660,9.0,12.0,1.0,2,1.0,8.0,2.0,20.0,U,N,Y
2005155556,1.0,8.0,2.0,1,15.0,1.0,2.0,20.0,N,N,Y
2005116509,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,U
2005177399,1.0,7.0,1.0,1,1.0,7.0,3.0,20.0,N,N,U
2005173938,2.0,10.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,N
2005407834,1.0,9.0,1.0,2,1.0,1.0,1.0,20.0,N,Y,Y
2005208514,9.0,99.0,9.0,2,99.0,9.0,2.0,20.0,U,U,U
2005167097,1.0,7.0,1.0,1,12.0,1.0,2.0,20.0,N,N,U
2005206698,9.0,12.0,9.0,1,99.0,1.0,1.0,21.0,U,U,U
2005154973,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005156564,1.0,1.0,1.0,2,12.0,1.0,2.0,20.0,N,Y,Y
2005194860,1.0,4.0,1.0,1,98.0,13.0,2.0,20.0,U,N,U
2005136872,1.0,10.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2005188628,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,Y,U
2005137070,3.0,0.0,1.0,1,1.0,1.0,0.0,20.0,U,U,U
2005175387,1.0,3.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2005158359,9.0,99.0,1.0,1,1.0,98.0,2.0,20.0,U,N,U
2005157291,9.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2005136766,3.0,9.0,2.0,2,4.0,1.0,2.0,20.0,N,N,U
2005203058,9.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2005192389,1.0,5.0,4.0,1,16.0,7.0,3.0,20.0,N,N,Y
2005151635,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,U,U
2005135950,3.0,12.0,1.0,1,1.0,0.0,1.0,20.0,N,N,U
2005170454,1.0,10.0,1.0,1,12.0,1.0,2.0,20.0,N,N,N
2005187555,3.0,12.0,1.0,2,1.0,1.0,2.0,20.0,N,N,N
2005403756,1.0,0.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005403756,1.0,0.0,1.0,3,1.0,1.0,2.0,20.0,U,U,U
2005192604,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005188414,9.0,99.0,9.0,2,99.0,98.0,2.0,20.0,U,U,U
2005414695,1.0,1.0,1.0,1,99.0,12.0,1.0,20.0,U,U,U
2005152676,1.0,0.0,1.0,2,1.0,12.0,3.0,20.0,N,N,Y
2005185586,9.0,9.0,1.0,1,1.0,99.0,2.0,20.0,,,
2005404634,1.0,9.0,1.0,1,1.0,0.0,1.0,20.0,U,N,U
2005174458,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,N,Y
2005167318,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2005161384,3.0,10.0,1.0,2,1.0,98.0,2.0,20.0,U,N,U
2005188934,2.0,11.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005198277,1.0,99.0,1.0,2,1.0,11.0,2.0,20.0,U,U,U
2005151835,3.0,11.0,1.0,2,1.0,1.0,3.0,20.0,N,Y,Y
2005161979,1.0,1.0,1.0,2,1.0,1.0,2.0,20.0,,,
2005142146,1.0,6.0,1.0,1,1.0,0.0,2.0,20.0,N,N,N
2005405906,9.0,99.0,9.0,2,98.0,8.0,1.0,20.0,U,N,U
2005134999,1.0,12.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2005136032,1.0,6.0,1.0,2,1.0,7.0,2.0,20.0,U,Y,U
2005409782,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,U,Y,U
2005145660,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,U,U
2005406902,1.0,99.0,1.0,1,99.0,99.0,2.0,20.0,N,N,U
2006013170,1.0,12.0,1.0,2,99.0,99.0,1.0,20.0,N,N,N
2005405971,1.0,9.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2006028777,1.0,3.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2005162321,9.0,0.0,9.0,2,98.0,0.0,2.0,20.0,U,N,U
2005404644,1.0,12.0,1.0,1,1.0,0.0,1.0,20.0,U,U,U
2006008586,1.0,1.0,1.0,2,15.0,99.0,2.0,20.0,U,N,U
2005125136,1.0,12.0,1.0,2,1.0,6.0,1.0,20.0,N,Y,Y
2006011327,1.0,2.0,1.0,2,1.0,7.0,2.0,20.0,U,U,N
2005135590,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2005184607,9.0,99.0,9.0,1,99.0,99.0,1.0,20.0,N,N,N
2005139731,9.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2006010163,1.0,99.0,1.0,2,1.0,99.0,2.0,20.0,N,Y,U
2005146908,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,N,U
2005126493,1.0,3.0,1.0,1,4.0,7.0,2.0,20.0,U,U,U
2009079182,1.0,99.0,1.0,2,1.0,99.0,2.0,20.0,U,N,U
2005206172,9.0,1.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005190854,1.0,9.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2005103712,9.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2005184820,1.0,12.0,1.0,1,1.0,11.0,1.0,20.0,N,N,U
2005185733,3.0,12.0,1.0,1,1.0,7.0,1.0,20.0,U,U,U
2005185792,1.0,99.0,1.0,2,1.0,6.0,2.0,20.0,,,
2005161458,9.0,99.0,9.0,2,99.0,98.0,2.0,20.0,U,N,U
2005148701,1.0,11.0,1.0,2,1.0,0.0,2.0,20.0,U,N,U
2005403790,1.0,10.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2005410604,1.0,99.0,2.0,1,15.0,98.0,1.0,20.0,N,N,Y
2005408049,1.0,9.0,1.0,1,1.0,7.0,1.0,20.0,N,U,U
2005170525,3.0,12.0,1.0,2,1.0,7.0,1.0,20.0,N,N,Y
2005407027,2.0,2.0,1.0,1,1.0,1.0,1.0,20.0,U,N,U
2005189832,1.0,6.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2006013597,1.0,12.0,1.0,1,99.0,99.0,1.0,20.0,U,U,U
2006013430,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2005416254,3.0,12.0,1.0,1,1.0,3.0,1.0,20.0,U,U,U
2006010960,1.0,10.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2006013379,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2005407845,9.0,99.0,9.0,2,99.0,98.0,2.0,20.0,U,U,U
2005130636,1.0,12.0,1.0,2,1.0,99.0,2.0,20.0,N,N,U
2005151169,3.0,99.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2005207818,9.0,12.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005189346,1.0,10.0,1.0,2,1.0,1.0,3.0,20.0,U,U,U
2005189816,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,U,N,U
2006030112,9.0,6.0,1.0,1,1.0,99.0,2.0,20.0,U,U,U
2005212049,9.0,3.0,9.0,2,12.0,7.0,2.0,20.0,U,U,U
2005149861,9.0,99.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2005187319,1.0,99.0,1.0,2,1.0,13.0,2.0,20.0,N,N,U
2005125184,1.0,5.0,1.0,2,1.0,98.0,2.0,20.0,N,N,U
2005194064,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,N,Y
2005406542,9.0,99.0,9.0,2,99.0,99.0,2.0,20.0,U,U,U
2005148504,3.0,12.0,1.0,1,12.0,7.0,1.0,20.0,,,
2005137388,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2005416302,3.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,U,U
2005160030,1.0,12.0,1.0,2,99.0,13.0,2.0,20.0,U,N,U
2005413453,1.0,10.0,1.0,2,1.0,1.0,2.0,20.0,N,N,N
2005190828,1.0,12.0,1.0,2,1.0,99.0,2.0,20.0,U,N,U
2005191351,1.0,5.0,1.0,2,99.0,99.0,2.0,20.0,U,N,U
2005401423,1.0,12.0,1.0,2,12.0,6.0,2.0,20.0,N,N,Y
2006011216,1.0,12.0,1.0,1,12.0,5.0,1.0,21.0,,,
2005401312,1.0,1.0,1.0,2,1.0,98.0,2.0,20.0,U,N,U
2005130463,1.0,9.0,1.0,2,12.0,1.0,2.0,20.0,U,N,U
2005129962,1.0,99.0,1.0,2,1.0,1.0,2.0,21.0,N,N,Y
2005186208,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,Y
2005413728,1.0,9.0,1.0,2,1.0,9.0,2.0,20.0,N,N,N
2005416344,3.0,99.0,1.0,2,1.0,11.0,1.0,20.0,N,N,N
2005194057,1.0,3.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2005135138,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,N,N,U
2005188188,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,U,N,U
2005187547,1.0,3.0,1.0,1,1.0,1.0,2.0,20.0,N,N,Y
2005203426,9.0,9.0,9.0,2,99.0,0.0,2.0,20.0,U,U,U
