CRN,GRADE,IMPACT_POINT,RDWY_ALIGNMENT,UNIT_NUM,VEH_MOVEMENT,VEH_POSITION,VEH_ROLE,VEH_TYPE,PC_HDLGHT_IND,PC_HLMT_IND,PC_REAR_RFLTR_IND
2012041497,1.0,3.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2012042186,1.0,3.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2012068851,1.0,99.0,1.0,1,1.0,9.0,1.0,20.0,U,N,U
2012043382,1.0,4.0,1.0,1,10.0,11.0,2.0,20.0,N,N,N
2012077341,1.0,11.0,1.0,2,1.0,98.0,2.0,20.0,Y,N,Y
2012060677,1.0,99.0,1.0,1,1.0,6.0,1.0,20.0,U,U,U
2012120060,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2012077394,1.0,12.0,1.0,1,1.0,3.0,2.0,20.0,N,N,Y
2012036860,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012036860,1.0,99.0,1.0,3,1.0,1.0,2.0,20.0,U,N,U
2012015476,1.0,99.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2012078294,3.0,12.0,1.0,2,1.0,11.0,1.0,20.0,U,U,U
2012025714,1.0,2.0,1.0,1,1.0,1.0,1.0,20.0,Y,Y,Y
2012028131,1.0,99.0,1.0,2,1.0,1.0,3.0,20.0,U,Y,U
2012048318,1.0,9.0,1.0,2,1.0,12.0,2.0,20.0,U,N,U
2012121880,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,U,Y
2012078420,9.0,99.0,1.0,2,3.0,4.0,2.0,20.0,U,N,U
2012084168,9.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012042138,1.0,99.0,1.0,2,1.0,11.0,2.0,20.0,U,N,U
2012061213,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,U,N,U
2012096019,9.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2012049703,1.0,11.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2012053094,3.0,3.0,1.0,2,12.0,1.0,2.0,20.0,N,N,N
2012049707,1.0,99.0,1.0,1,1.0,1.0,1.0,20.0,U,N,U
2012068917,1.0,4.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2012078608,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012083311,1.0,99.0,1.0,2,3.0,1.0,2.0,20.0,U,N,U
2012047112,1.0,99.0,1.0,2,1.0,7.0,2.0,21.0,U,N,U
2012034664,1.0,8.0,1.0,2,1.0,1.0,3.0,20.0,N,N,N
2012003063,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,,,
2012047150,1.0,3.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2012107823,9.0,99.0,1.0,1,98.0,98.0,2.0,20.0,U,U,U
2012107334,1.0,12.0,1.0,2,1.0,7.0,1.0,20.0,N,N,N
2012078350,3.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012013098,9.0,99.0,1.0,1,99.0,99.0,1.0,20.0,U,U,U
2012032689,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2012077706,1.0,9.0,1.0,2,12.0,1.0,2.0,20.0,N,Y,Y
2012099361,,,,1,,,1.0,20.0,N,N,N
2012055355,1.0,12.0,1.0,1,1.0,2.0,1.0,20.0,N,N,N
2012047281,1.0,4.0,1.0,2,1.0,1.0,2.0,20.0,U,Y,U
2012078425,9.0,99.0,1.0,2,1.0,1.0,1.0,20.0,U,N,U
2012086072,4.0,12.0,2.0,1,12.0,98.0,1.0,20.0,N,N,Y
2012089077,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,N,Y
2012128277,1.0,99.0,1.0,1,4.0,98.0,1.0,20.0,U,U,U
2012047290,1.0,99.0,1.0,1,1.0,1.0,1.0,20.0,U,N,U
2012090505,2.0,0.0,1.0,4,1.0,6.0,0.0,20.0,N,U,U
2012088073,1.0,99.0,1.0,2,1.0,6.0,2.0,20.0,,,
2012051177,1.0,12.0,1.0,2,1.0,0.0,1.0,20.0,U,Y,Y
2012127497,1.0,9.0,1.0,1,1.0,3.0,2.0,20.0,N,N,Y
2012047524,3.0,5.0,1.0,2,1.0,1.0,1.0,20.0,N,N,Y
2012078641,1.0,1.0,1.0,2,1.0,7.0,2.0,20.0,N,N,N
2012080859,1.0,99.0,1.0,2,4.0,13.0,2.0,20.0,U,U,U
2012089714,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,U
2012078292,3.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012055122,1.0,8.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2012056701,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012122391,1.0,12.0,1.0,2,12.0,9.0,2.0,20.0,,,
2012068835,1.0,99.0,1.0,2,1.0,8.0,2.0,20.0,U,N,U
2012032667,4.0,11.0,4.0,1,16.0,1.0,1.0,20.0,U,Y,U
2012034729,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,Y,U
2012088541,1.0,99.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2013003937,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,U,U,U
2012049448,4.0,11.0,1.0,1,1.0,7.0,1.0,20.0,N,N,Y
2013006656,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,N,N,N
2012066484,1.0,12.0,1.0,2,1.0,9.0,1.0,20.0,U,N,U
2012061655,1.0,12.0,1.0,1,1.0,0.0,1.0,20.0,U,U,U
2012064369,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,N,U
2012068202,9.0,99.0,9.0,2,98.0,9.0,2.0,20.0,U,N,U
2013003718,1.0,99.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2012066556,1.0,9.0,1.0,2,1.0,11.0,2.0,20.0,U,Y,U
2012086744,1.0,12.0,1.0,2,4.0,1.0,1.0,20.0,N,N,Y
2012068943,1.0,6.0,1.0,1,1.0,7.0,1.0,20.0,U,U,U
2012063866,1.0,99.0,1.0,1,1.0,13.0,1.0,20.0,U,N,U
2012036410,1.0,99.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2012089782,1.0,10.0,1.0,2,1.0,12.0,2.0,20.0,Y,N,U
2013004024,9.0,99.0,1.0,2,99.0,99.0,2.0,20.0,U,U,U
2012032511,1.0,99.0,1.0,2,1.0,11.0,2.0,20.0,,,
2012070234,1.0,11.0,1.0,1,1.0,11.0,1.0,20.0,N,N,N
2012098286,,,,2,,,2.0,20.0,N,N,N
2012042156,1.0,9.0,1.0,1,1.0,9.0,1.0,20.0,U,N,U
2012068714,4.0,12.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012039619,9.0,99.0,1.0,2,99.0,99.0,1.0,20.0,U,U,U
2012076032,1.0,99.0,1.0,2,1.0,11.0,2.0,20.0,U,U,U
2012102407,1.0,9.0,1.0,2,1.0,11.0,2.0,20.0,N,Y,Y
2012061998,3.0,99.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2012080813,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2012057522,2.0,13.0,1.0,1,1.0,13.0,1.0,20.0,U,N,U
2012036675,1.0,10.0,1.0,2,1.0,98.0,2.0,20.0,N,N,N
2012122689,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,Y,Y,Y
2012063435,9.0,12.0,1.0,2,12.0,1.0,1.0,20.0,U,N,U
2012034910,1.0,9.0,1.0,2,1.0,99.0,2.0,20.0,,,
2012045490,1.0,11.0,1.0,2,1.0,6.0,2.0,21.0,N,N,Y
2012030509,4.0,3.0,1.0,2,8.0,1.0,2.0,20.0,N,N,Y
2012060663,1.0,99.0,1.0,2,99.0,1.0,2.0,20.0,U,U,U
2012078586,1.0,9.0,1.0,2,15.0,1.0,2.0,20.0,U,N,U
2012029662,3.0,12.0,1.0,1,1.0,13.0,1.0,20.0,N,N,Y
2012050949,1.0,12.0,1.0,1,1.0,13.0,1.0,20.0,N,N,Y
2012098914,1.0,3.0,1.0,1,1.0,7.0,2.0,20.0,N,N,N
2012035979,1.0,12.0,1.0,1,2.0,1.0,1.0,20.0,U,U,U
2012004701,1.0,3.0,1.0,2,2.0,1.0,2.0,20.0,N,N,Y
2012089498,1.0,8.0,1.0,1,12.0,1.0,2.0,20.0,N,N,U
2012051826,3.0,9.0,1.0,1,12.0,11.0,1.0,20.0,N,Y,Y
2012068098,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2012077624,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,N,N,U
2012036118,1.0,6.0,1.0,2,12.0,1.0,2.0,20.0,N,Y,Y
2012036118,1.0,8.0,1.0,3,12.0,1.0,2.0,20.0,N,Y,Y
2012064960,1.0,12.0,1.0,2,8.0,9.0,2.0,20.0,N,N,U
2012123687,1.0,9.0,1.0,1,1.0,7.0,1.0,20.0,N,N,Y
2012107705,2.0,99.0,3.0,2,17.0,11.0,2.0,20.0,U,Y,U
2012091072,1.0,10.0,1.0,1,1.0,7.0,2.0,20.0,N,N,N
2012086977,1.0,12.0,1.0,1,1.0,6.0,1.0,20.0,N,Y,Y
2012061996,3.0,3.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2012077441,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,Y,Y,Y
2012046803,1.0,12.0,1.0,1,12.0,4.0,1.0,20.0,N,N,N
2012081736,1.0,10.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2012037947,2.0,12.0,1.0,2,1.0,2.0,2.0,20.0,N,Y,Y
2012034011,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,Y,Y,Y
2012052410,9.0,99.0,9.0,1,98.0,98.0,2.0,20.0,,,
2012033770,1.0,8.0,1.0,1,1.0,6.0,2.0,20.0,N,N,U
2012057053,1.0,12.0,1.0,2,1.0,11.0,2.0,20.0,N,N,U
2012064042,3.0,9.0,1.0,1,1.0,13.0,2.0,20.0,N,Y,N
2012056168,1.0,12.0,1.0,1,12.0,3.0,1.0,20.0,U,U,U
2012075918,1.0,7.0,1.0,1,1.0,1.0,3.0,20.0,N,N,N
2012090753,1.0,12.0,1.0,2,1.0,7.0,1.0,20.0,N,N,Y
2012073182,3.0,6.0,4.0,2,16.0,1.0,2.0,20.0,N,N,N
2012036002,1.0,9.0,1.0,2,10.0,1.0,2.0,20.0,,,
2012089970,3.0,9.0,1.0,1,1.0,9.0,2.0,20.0,N,N,N
2012016479,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2012087444,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,N,N
2012065481,1.0,10.0,1.0,1,12.0,11.0,1.0,20.0,N,N,Y
2012071704,1.0,9.0,1.0,1,98.0,11.0,2.0,20.0,U,U,U
2012094259,1.0,99.0,1.0,2,1.0,9.0,2.0,20.0,U,U,U
2012066415,1.0,10.0,1.0,1,1.0,1.0,2.0,20.0,U,N,U
2013053857,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,Y,Y
2012057485,1.0,9.0,1.0,2,15.0,1.0,1.0,20.0,,,
2012037711,1.0,3.0,1.0,2,98.0,98.0,2.0,20.0,N,U,Y
2012068662,1.0,5.0,1.0,1,1.0,0.0,2.0,20.0,N,N,Y
2012063001,1.0,5.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2012069113,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2012105316,3.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,U,N
2012055034,1.0,11.0,1.0,2,1.0,11.0,1.0,20.0,,,
2012047834,3.0,12.0,1.0,1,10.0,7.0,1.0,20.0,N,N,Y
2012102917,1.0,1.0,1.0,2,1.0,1.0,2.0,20.0,N,N,N
2012027909,9.0,0.0,1.0,1,1.0,99.0,0.0,20.0,,,
2012037359,9.0,99.0,9.0,6,99.0,99.0,2.0,20.0,U,N,U
2013016457,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2012102335,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012072886,3.0,9.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012073502,1.0,6.0,1.0,2,2.0,4.0,2.0,20.0,U,U,U
2012091271,9.0,99.0,9.0,2,99.0,99.0,1.0,20.0,U,U,U
2012081521,1.0,9.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012084280,1.0,7.0,1.0,2,1.0,11.0,2.0,20.0,U,U,U
2012087119,3.0,12.0,1.0,1,12.0,1.0,1.0,20.0,N,N,U
2012105952,3.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,Y,Y
2012072417,1.0,9.0,1.0,1,98.0,9.0,2.0,20.0,N,N,Y
2012031660,9.0,99.0,1.0,1,1.0,98.0,2.0,20.0,U,Y,U
2012050620,3.0,9.0,1.0,1,1.0,98.0,2.0,20.0,U,Y,Y
2012023103,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,U,U,U
2012074733,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,N,N,U
2012055132,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2012093676,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,N,U
2012029440,3.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,N,Y
2012106933,1.0,12.0,1.0,2,1.0,11.0,1.0,20.0,N,N,Y
2012072010,1.0,6.0,1.0,2,1.0,3.0,2.0,20.0,N,N,U
2012072010,1.0,12.0,1.0,3,1.0,8.0,1.0,20.0,N,N,U
2012051458,9.0,99.0,1.0,1,1.0,6.0,1.0,20.0,U,N,U
2012003844,2.0,6.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2012037723,1.0,0.0,1.0,1,1.0,6.0,0.0,20.0,,,
2012097936,1.0,99.0,1.0,2,1.0,1.0,1.0,20.0,N,U,Y
2012115242,1.0,12.0,1.0,1,1.0,99.0,1.0,20.0,N,N,N
2012058891,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,U,U,U
2012065708,3.0,12.0,1.0,1,98.0,11.0,1.0,20.0,N,N,Y
2012084843,1.0,12.0,1.0,2,1.0,9.0,2.0,20.0,N,Y,Y
2012065939,3.0,5.0,1.0,2,15.0,1.0,2.0,20.0,N,N,U
2012011254,2.0,12.0,1.0,1,1.0,7.0,2.0,20.0,N,N,U
2012084266,1.0,12.0,1.0,2,98.0,98.0,2.0,20.0,N,N,U
2013001413,1.0,1.0,1.0,1,1.0,98.0,1.0,20.0,N,N,N
2012048316,1.0,1.0,1.0,2,1.0,3.0,2.0,20.0,N,U,U
2012056490,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,N,N,N
2012042499,1.0,9.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2012112574,1.0,12.0,1.0,1,1.0,9.0,1.0,20.0,N,N,Y
2012113846,2.0,10.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,N
2012052290,3.0,12.0,1.0,2,12.0,4.0,1.0,20.0,N,Y,Y
2012086583,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2012018102,3.0,12.0,1.0,2,1.0,1.0,1.0,21.0,N,N,Y
2012104008,1.0,99.0,1.0,2,1.0,99.0,2.0,20.0,N,N,N
2012041742,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,N,N,N
2012098529,1.0,12.0,1.0,1,,,1.0,20.0,N,N,N
2013003787,1.0,99.0,1.0,2,1.0,6.0,2.0,20.0,N,N,Y
2012111764,1.0,1.0,1.0,2,1.0,1.0,1.0,20.0,U,U,U
2012095578,1.0,12.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012104206,1.0,9.0,1.0,2,1.0,99.0,2.0,20.0,N,N,N
2012075729,1.0,6.0,1.0,1,1.0,1.0,2.0,20.0,N,N,Y
2012067585,1.0,12.0,1.0,1,4.0,1.0,1.0,20.0,N,N,N
2012050188,3.0,12.0,1.0,1,1.0,11.0,1.0,20.0,,,
2012104038,,,,1,,,1.0,20.0,N,N,N
2012026051,3.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2012047243,1.0,12.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012056440,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2012109751,1.0,9.0,1.0,2,1.0,13.0,2.0,20.0,N,N,N
2012083236,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012084612,1.0,12.0,1.0,1,99.0,99.0,1.0,20.0,N,N,Y
2012052749,1.0,3.0,2.0,1,8.0,6.0,2.0,20.0,N,N,N
2012063649,1.0,1.0,1.0,1,12.0,1.0,2.0,20.0,,,
2012044401,1.0,9.0,1.0,2,1.0,9.0,2.0,20.0,U,U,U
2012042218,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2012041562,1.0,1.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2012071218,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,,,
2013006883,1.0,1.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2012073582,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,U,N,U
2012068954,9.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2012047230,1.0,99.0,1.0,1,1.0,1.0,2.0,20.0,U,Y,U
2012115227,9.0,12.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2012098281,,,,2,,,2.0,20.0,N,N,N
2012079669,3.0,6.0,1.0,1,8.0,1.0,1.0,20.0,N,N,N
2012083400,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,U,U,U
2012066573,1.0,12.0,1.0,2,1.0,7.0,2.0,20.0,N,N,U
2012088312,1.0,99.0,1.0,1,99.0,1.0,1.0,20.0,U,N,U
2012053449,1.0,3.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2012057595,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,U,Y,Y
2012047275,1.0,99.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012098944,1.0,99.0,1.0,1,,,1.0,20.0,,,
2012083274,1.0,12.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2012041706,1.0,99.0,1.0,2,1.0,99.0,2.0,20.0,Y,U,U
2012078499,1.0,99.0,1.0,1,1.0,1.0,1.0,20.0,U,N,U
2013004007,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,N
2012078298,9.0,5.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012078386,1.0,12.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012068756,1.0,99.0,1.0,2,1.0,11.0,2.0,20.0,U,Y,Y
2012104138,,,,2,,,2.0,20.0,N,N,N
2012093839,1.0,7.0,1.0,1,1.0,1.0,2.0,20.0,N,N,N
2012088902,1.0,9.0,1.0,2,98.0,98.0,2.0,20.0,N,U,Y
2012120120,1.0,12.0,1.0,2,99.0,13.0,2.0,20.0,U,U,U
2012020484,1.0,11.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2013003949,1.0,3.0,1.0,2,1.0,13.0,2.0,20.0,U,U,U
2012090182,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,Y,Y,Y
2012084913,2.0,3.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,N
2012079756,2.0,9.0,1.0,1,1.0,7.0,2.0,20.0,N,Y,N
2012068789,1.0,6.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012026763,1.0,6.0,1.0,1,12.0,3.0,2.0,20.0,N,N,N
2012048040,1.0,99.0,1.0,1,1.0,11.0,1.0,20.0,N,N,N
2012066726,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,U,Y
2013003670,1.0,12.0,1.0,1,4.0,11.0,1.0,20.0,N,U,U
2012073558,1.0,3.0,1.0,2,1.0,3.0,2.0,20.0,U,N,U
2012069641,1.0,1.0,1.0,2,1.0,1.0,3.0,20.0,U,U,U
2012091913,1.0,9.0,1.0,2,1.0,1.0,2.0,21.0,N,N,Y
2012120699,1.0,9.0,1.0,2,1.0,98.0,2.0,20.0,Y,Y,Y
2012059033,1.0,12.0,1.0,2,1.0,9.0,1.0,20.0,,,
2012100990,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,N,N,Y
2013003655,1.0,12.0,1.0,2,1.0,6.0,2.0,20.0,N,N,N
2012078253,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2012075977,1.0,99.0,1.0,2,1.0,8.0,2.0,20.0,U,N,U
2012094256,1.0,99.0,1.0,2,1.0,11.0,1.0,20.0,N,Y,U
2012044125,1.0,9.0,1.0,2,1.0,1.0,2.0,21.0,,,
2012109760,1.0,6.0,1.0,2,1.0,1.0,2.0,20.0,U,N,U
2012076549,3.0,12.0,1.0,2,1.0,1.0,1.0,21.0,U,N,U
2012092537,3.0,99.0,1.0,1,99.0,11.0,1.0,20.0,U,U,U
2012018109,3.0,99.0,1.0,1,1.0,1.0,1.0,20.0,U,U,U
2012015136,1.0,9.0,1.0,1,1.0,1.0,2.0,20.0,N,N,Y
2012051371,1.0,3.0,1.0,2,98.0,98.0,2.0,20.0,N,N,Y
2012039064,1.0,12.0,1.0,1,1.0,1.0,2.0,21.0,,,
2012098480,1.0,1.0,1.0,2,1.0,13.0,2.0,20.0,N,N,N
2012048077,1.0,5.0,1.0,2,1.0,13.0,2.0,20.0,,,
2012036825,1.0,99.0,1.0,2,1.0,1.0,3.0,20.0,U,N,U
2013004420,1.0,9.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2012053072,1.0,3.0,1.0,1,1.0,1.0,2.0,20.0,N,N,U
2012094492,9.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,U,U
2012081804,1.0,9.0,1.0,2,1.0,9.0,2.0,20.0,N,N,Y
2012060758,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,U,N,U
2012056607,1.0,99.0,1.0,2,1.0,8.0,2.0,20.0,U,U,U
2012083308,9.0,6.0,1.0,2,1.0,13.0,2.0,20.0,U,N,U
2012081978,1.0,99.0,1.0,1,1.0,1.0,1.0,20.0,U,N,U
2012116636,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,N,N,U
2012063336,1.0,6.0,1.0,1,15.0,1.0,2.0,20.0,N,Y,Y
2012045727,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,,,
2012064964,4.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,N,U
2012038450,1.0,12.0,1.0,2,1.0,11.0,2.0,20.0,U,Y,U
2012036570,1.0,6.0,1.0,2,12.0,6.0,2.0,20.0,,,
2012053943,3.0,9.0,1.0,1,1.0,13.0,3.0,20.0,N,N,U
2012046282,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2013006942,9.0,99.0,1.0,2,1.0,99.0,2.0,20.0,U,U,U
2012057845,1.0,9.0,1.0,2,1.0,1.0,2.0,20.0,,,
2012093061,1.0,10.0,1.0,2,1.0,1.0,2.0,20.0,N,Y,Y
2012064257,1.0,12.0,1.0,2,1.0,11.0,1.0,20.0,N,Y,Y
2012073030,1.0,99.0,2.0,1,4.0,1.0,1.0,20.0,U,N,U
2012115730,1.0,3.0,1.0,1,1.0,1.0,2.0,20.0,U,N,U
2012067920,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,N,N
2012040064,4.0,9.0,1.0,1,10.0,7.0,2.0,20.0,N,N,U
2012081367,1.0,12.0,1.0,2,1.0,3.0,2.0,20.0,U,U,U
2012058883,1.0,12.0,1.0,2,1.0,3.0,1.0,20.0,,,
2012004417,3.0,12.0,1.0,1,12.0,13.0,1.0,20.0,N,N,Y
2012062840,1.0,12.0,2.0,1,12.0,5.0,1.0,20.0,N,Y,Y
2012052454,1.0,9.0,1.0,2,1.0,11.0,2.0,20.0,N,N,Y
2012071855,1.0,12.0,1.0,2,1.0,6.0,1.0,20.0,N,Y,Y
2012063431,1.0,3.0,1.0,1,1.0,7.0,2.0,20.0,N,N,Y
2012059001,1.0,7.0,1.0,1,12.0,11.0,2.0,20.0,N,Y,Y
2012025387,1.0,12.0,1.0,2,98.0,7.0,1.0,21.0,N,N,N
2012093984,1.0,12.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2012058992,1.0,6.0,1.0,1,15.0,1.0,2.0,20.0,N,N,N
2012062762,1.0,9.0,1.0,2,1.0,0.0,2.0,20.0,U,U,U
2012089601,1.0,3.0,1.0,1,1.0,12.0,2.0,20.0,N,N,Y
2012053007,9.0,99.0,1.0,1,1.0,98.0,1.0,20.0,U,U,U
2012086889,1.0,99.0,1.0,2,1.0,9.0,2.0,20.0,N,Y,Y
2012073501,1.0,3.0,1.0,2,1.0,11.0,2.0,20.0,U,U,U
2012116205,3.0,12.0,1.0,2,1.0,3.0,1.0,21.0,Y,Y,Y
2012036439,1.0,99.0,1.0,2,99.0,99.0,2.0,20.0,,,
2012088497,1.0,6.0,4.0,2,16.0,11.0,2.0,20.0,U,N,U
2012091976,1.0,5.0,1.0,2,1.0,98.0,2.0,21.0,Y,N,Y
2012093410,1.0,6.0,1.0,1,12.0,7.0,2.0,20.0,N,N,Y
2013025332,3.0,6.0,1.0,2,1.0,12.0,2.0,20.0,U,U,U
2012039097,1.0,9.0,1.0,1,1.0,1.0,2.0,20.0,U,U,U
2012107976,1.0,99.0,1.0,2,1.0,7.0,2.0,20.0,N,N,Y
2012084536,1.0,9.0,1.0,2,12.0,11.0,2.0,20.0,N,N,N
2012119286,1.0,12.0,1.0,2,1.0,1.0,2.0,20.0,Y,Y,Y
2012120018,2.0,10.0,4.0,1,16.0,7.0,2.0,20.0,N,N,U
2012126690,1.0,12.0,1.0,1,1.0,7.0,1.0,20.0,N,N,U
2012032929,1.0,11.0,1.0,1,1.0,1.0,2.0,20.0,N,N,U
2012047080,3.0,9.0,1.0,1,1.0,12.0,1.0,20.0,N,N,N
2012113215,3.0,11.0,1.0,1,1.0,1.0,1.0,20.0,U,U,Y
2012111453,1.0,99.0,1.0,2,1.0,98.0,2.0,20.0,U,U,U
2012064854,1.0,12.0,1.0,2,1.0,11.0,2.0,20.0,N,N,N
2012026692,1.0,12.0,1.0,2,1.0,1.0,1.0,20.0,N,Y,Y
2012063227,3.0,12.0,1.0,1,1.0,7.0,1.0,20.0,,,
2012072121,1.0,7.0,1.0,1,1.0,12.0,2.0,20.0,N,N,Y
2012084677,1.0,9.0,1.0,1,1.0,11.0,2.0,20.0,N,N,N
2012115535,1.0,7.0,1.0,2,1.0,1.0,2.0,20.0,U,U,U
2012049577,3.0,12.0,1.0,2,1.0,12.0,1.0,20.0,N,Y,Y
2012095326,1.0,10.0,1.0,2,1.0,11.0,2.0,20.0,U,U,U
2012068960,4.0,12.0,1.0,1,10.0,7.0,1.0,20.0,N,N,U
2012035250,3.0,9.0,1.0,1,1.0,9.0,2.0,20.0,U,U,Y
2012033821,1.0,11.0,1.0,2,15.0,4.0,2.0,20.0,N,Y,Y
2012033569,3.0,99.0,1.0,2,1.0,6.0,2.0,20.0,N,N,N
2012090462,2.0,9.0,1.0,1,12.0,1.0,2.0,20.0,N,N,U
2012093486,1.0,3.0,1.0,1,1.0,6.0,2.0,20.0,N,N,Y
2012044328,1.0,12.0,1.0,1,1.0,1.0,1.0,20.0,N,U,U
2012056770,1.0,5.0,1.0,2,1.0,1.0,2.0,20.0,N,N,Y
2012073094,3.0,9.0,1.0,2,1.0,2.0,2.0,20.0,,,
2012103927,1.0,9.0,1.0,1,1.0,12.0,1.0,20.0,N,N,N
