,CRN,RDWY_SEQ_NUM,ADJ_RDWY_SEQ,ROUTE,SEGMENT,OFFSET,RDWY_ORIENT,LANE_COUNT,SPEED_LIMIT,STREET_NAME,ROAD_OWNER,ACCESS_CTRL,RDWY_COUNTY
18507,2008078139,3,4,1041,30.0,26.0,E,2.0,35.0,HILL CHURCH RD,2.0,3.0,15
18508,2008102740,3,3,,,,W,2.0,,MILL RD,4.0,,9
18509,2008077165,4,3,,,,N,1.0,,HALL ST,4.0,,39
18510,2008077165,3,4,,,,E,1.0,,OAK ST,4.0,,39
18511,2008115585,3,3,1001,171.0,1725.0,S,2.0,40.0,PLEASANT VALLEY BL,2.0,3.0,7
18512,2008115585,4,4,,,,S,2.0,25.0,EIGHTH ST,4.0,,7
18513,2008129676,3,4,,,,S,2.0,45.0,PLAINFIELD DR,4.0,,14
18514,2008129676,4,3,,,,W,2.0,45.0,W WHITEHALL RD,4.0,,14
18515,2008054979,3,3,2016,50.0,1304.0,E,2.0,40.0,RED DALE RD,2.0,3.0,53
18516,2008102279,3,3,T575,,,W,2.0,35.0,RICK RD,4.0,,25
18517,2008067450,3,3,,,,E,1.0,25.0,9TH ST,4.0,,25
18518,2008035581,3,4,,,,S,2.0,35.0,LEBANON AV,4.0,,26
18519,2008035581,4,3,,,,W,2.0,25.0,COAL LICK RD,4.0,,26
18520,2008078365,3,3,0441,100.0,2402.0,N,2.0,25.0,UNION ST,2.0,3.0,22
18521,2008078365,4,4,,,,E,2.0,25.0,ROOSEVELT AV,4.0,,22
18522,2009022015,3,3,,,,,2.0,25.0,HAYDEN ST,4.0,,8
18523,2008093165,3,3,0241,110.0,995.0,S,2.0,45.0,BAINBRIDGE ST,2.0,3.0,36
18524,2008039283,4,4,3070,250.0,3331.0,E,2.0,40.0,,2.0,3.0,15
18525,2008039283,3,3,0322,340.0,0.0,N,2.0,35.0,LANCASTER AV,2.0,3.0,15
18526,2008082382,4,3,,,,S,2.0,,UNKNOWN AL,4.0,,48
18527,2008082382,3,4,,,,W,2.0,25.0,THIRD AV,4.0,,48
18528,2008073855,3,3,,,,W,2.0,35.0,MAUCH CHUNK RD,4.0,,13
18529,2008104237,3,3,0020,650.0,131.0,S,2.0,25.0,BUFFALO RD,2.0,3.0,25
18530,2008104237,4,4,,,,E,2.0,25.0,THOMPSON ST,4.0,,25
18531,2008111740,3,3,0329,20.0,1247.0,E,2.0,25.0,TWENTYFIRST ST,2.0,3.0,48
18532,2008077840,4,3,,,,S,2.0,25.0,CEDAR AV,4.0,,43
18533,2008077840,3,4,,,,W,2.0,25.0,GEORGE ST,4.0,,43
18534,2008051553,4,3,,,,E,2.0,25.0,PRINCESS ST,4.0,,66
18535,2008051553,3,4,,,,N,2.0,25.0,NORWAY ST,4.0,,66
18536,2008067974,3,3,1023,20.0,607.0,S,2.0,35.0,SUSQ. VALLEY MALL DR,2.0,3.0,54
18537,2008080061,3,3,0031,10.0,91.0,E,2.0,40.0,WEST NEWTON RUFFSDALE RD,2.0,3.0,64
18538,2009012493,3,3,4019,30.0,1820.0,E,2.0,25.0,WASHINGTON LN,2.0,3.0,67
18539,2008081121,3,4,,,,N,1.0,35.0,11TH ST,4.0,,67
18540,2008081121,4,3,,,,W,1.0,35.0,WESTMORELAND AV,4.0,,67
18541,2008059655,3,3,1008,20.0,1904.0,N,99.0,,LEVICK ST,2.0,3.0,67
18542,2008059655,4,4,,,,N,2.0,,CHARLES ST,4.0,,67
18543,2008108624,3,3,,,,N,2.0,25.0,BRIDGE ST,4.0,,67
18544,2008053495,4,4,,,,S,2.0,25.0,FRIESLAND DR,4.0,,9
18545,2008053495,3,3,0332,110.0,2249.0,E,2.0,40.0,ALMSHOUSE RD,2.0,3.0,9
18546,2008093255,3,4,,,,E,2.0,25.0,COLLEGE AV,4.0,,66
18547,2008093255,4,3,,,,N,2.0,25.0,DUKE ST,4.0,,66
18548,2008103368,4,4,,,,W,1.0,,POE AV,4.0,,46
18549,2008103368,3,3,0309,60.0,880.0,S,6.0,,,2.0,3.0,46
18550,2008065140,3,4,,,,S,2.0,,GRAHAM ST,4.0,,39
18551,2008065140,4,3,,,,W,2.0,,EUCLID AV,4.0,,39
18552,2008081292,3,3,2027,10.0,1334.0,W,2.0,25.0,MCKNIGHTS GAP RD,2.0,3.0,6
18553,2008010152,3,3,,,,E,2.0,,STERNER AV,4.0,,19
18554,2008017649,3,3,2037,40.0,2615.0,N,2.0,45.0,BALDWIN ST,2.0,3.0,20
18555,2008091610,3,4,,,,,,25.0,EDGEWOOD DR,4.0,,45
18556,2008091610,4,3,,,,S,99.0,25.0,COUNTRYSIDE DR,4.0,,45
18557,2008124784,4,3,,,,N,2.0,25.0,SURREY DR,3.0,,28
18558,2008124784,3,4,,,,E,2.0,25.0,NOTTINGHAM DR,3.0,,28
18559,2008042164,3,3,0011,550.0,1355.0,N,2.0,35.0,KING ST,2.0,3.0,28
18560,2008132920,3,3,2007,60.0,0.0,N,2.0,35.0,BURMONT RD,2.0,3.0,23
18561,2008132920,4,4,,,,W,2.0,15.0,CEDAR LN,4.0,,23
18562,2008064014,4,4,,,,E,2.0,,WILSON AL,4.0,,59
18563,2008064014,3,3,T462,,,N,2.0,25.0,15TH ST,4.0,,59
18564,2008117428,3,3,,,,N,2.0,35.0,W NORTH LN,3.0,,46
18565,2008076072,3,4,,,,N,2.0,,HILLTOP RD,4.0,,59
18566,2008076072,4,3,,,,W,2.0,35.0,SMOKETOWN RD,4.0,,59
18567,2008107537,3,3,0005,471.0,2307.0,W,2.0,40.0,TWELFTH ST,2.0,3.0,25
18568,2008089758,4,3,,,,E,1.0,25.0,SENECA ST,4.0,,22
18569,2008089758,3,4,,,,S,1.0,25.0,PENN ST,4.0,,22
18570,2008038415,3,3,0008,200.0,150.0,N,4.0,35.0,BUTLER ST,2.0,3.0,2
18571,2008034880,3,3,0022,180.0,989.0,E,2.0,55.0,LEHIGH VALLEY TW,2.0,1.0,39
18572,2008034880,4,4,8014,10.0,0.0,S,1.0,40.0,RAMP A RD,2.0,1.0,39
18573,2008100660,3,3,0422,660.0,1096.0,W,2.0,55.0,BENJAMIN FRANKLIN HW,2.0,3.0,32
18574,2008127671,3,3,0183,160.0,1898.0,S,2.0,45.0,BERNVILLE RD,2.0,3.0,6
18575,2009005723,4,3,,,,E,2.0,25.0,UNIVERSITY DR,4.0,,22
18576,2009005723,3,4,,,,N,2.0,25.0,COLLEGE AV,4.0,,22
18577,2008092745,3,3,,,,N,2.0,25.0,MUHLENBURG DR,4.0,,46
18578,2008105544,4,3,,,,,2.0,25.0,SASSAFRAS ST,4.0,,25
18579,2008105544,3,4,,,,W,2.0,25.0,6 ST,4.0,,25
18580,2008078250,3,3,,,,E,2.0,15.0,SCOTTDALE RD,4.0,,23
18581,2008088048,3,3,T634,,,N,2.0,35.0,STATE ST,4.0,,61
18582,2008077466,3,3,2008,20.0,2303.0,E,2.0,55.0,FRANKLIN ST,2.0,3.0,6
18583,2008077466,4,4,2021,80.0,724.0,S,2.0,30.0,ELEVENTH ST,2.0,3.0,6
18584,2008077559,3,4,,,,E,2.0,25.0,7TH ST,4.0,,46
18585,2008077559,4,3,,,,N,2.0,25.0,YORK ST,4.0,,46
18586,2008083551,3,3,2097,50.0,0.0,W,2.0,45.0,FOREST GROVE RD,2.0,3.0,9
18587,2008083551,4,4,,,,N,2.0,35.0,UPPER MOUNTAIN RD,4.0,,9
18588,2008064225,4,3,,,,E,2.0,35.0,4TH AV,4.0,,61
18589,2008064225,3,4,,,,S,2.0,25.0,BEECH ST,4.0,,61
18590,2008119070,3,3,6001,211.0,509.0,S,3.0,40.0,ROOSEVELT BL,2.0,3.0,67
18591,2008119070,4,5,,,,N,2.0,25.0,SUMMERDALE AV,4.0,,67
18592,2008119070,5,4,,,,N,2.0,25.0,LC TO ADAMS AV,4.0,,67
18593,2009013512,3,3,3023,20.0,1976.0,W,2.0,25.0,KINGSESSING AV,2.0,3.0,67
18594,2009013512,4,4,,,,N,99.0,,SIXTIETH ST,4.0,,67
18595,2008068930,3,3,4003,60.0,2771.0,N,2.0,55.0,HILLTOP PK,2.0,3.0,9
18596,2008068930,4,4,,,,E,2.0,35.0,UPPER CHURCH RD,4.0,,9
18597,2009021285,3,4,,,,N,99.0,,64TH ST,4.0,,67
18598,2009021285,4,3,,,,E,1.0,,DICKENS AV,4.0,,67
18599,2009002311,3,4,,,,S,2.0,,PASSYUNK AV,4.0,,67
18600,2009002311,4,3,,,,E,2.0,,CROSS ST,4.0,,67
18601,2008101052,6,6,3010,55.0,0.0,W,2.0,35.0,MARKET ST,2.0,3.0,67
18602,2008101052,5,5,3010,54.0,0.0,E,2.0,35.0,MARKET ST,2.0,3.0,67
18603,2008101052,4,4,0013,71.0,0.0,S,2.0,25.0,THIRTYEIGHTH ST,2.0,3.0,67
18604,2008101052,3,3,0013,70.0,0.0,N,2.0,25.0,THIRTYEIGHTH ST,2.0,3.0,67
18605,2008066099,4,4,,,,E,2.0,25.0,FIRST ST,4.0,,21
18606,2008066099,3,3,0074,220.0,1796.0,N,2.0,25.0,B ST,2.0,3.0,21
18607,2008079938,4,4,,,,N,2.0,25.0,LINCOLN AV,4.0,,36
18608,2008079938,3,3,0322,270.0,1813.0,E,2.0,35.0,MAIN ST,2.0,3.0,36
18609,2008061539,3,4,,,,W,2.0,25.0,FULTON ST,4.0,,36
18610,2008061539,4,3,,,,N,1.0,,HUNTER AL,4.0,,36
18611,2008082928,3,3,1003,30.0,0.0,N,2.0,25.0,EARLINGTON RD,2.0,3.0,23
18612,2008082928,4,4,1012,10.0,0.0,E,2.0,25.0,MILL RD,2.0,3.0,23
18613,2008082928,5,5,,,,E,2.0,25.0,MILL RD,4.0,,23
18614,2008097447,4,3,,,,E,2.0,,CHRISTIAN ST,4.0,,67
18615,2008097447,3,4,,,,W,1.0,,13TH ST,4.0,,67
18616,2008103936,3,3,2016,40.0,3280.0,W,2.0,,ALLEGHENY AV,2.0,3.0,67
18617,2008103936,4,4,,,,N,99.0,,GERMANTOWN AV,4.0,,67
18618,2008129680,3,3,0222,650.0,0.0,N,2.0,25.0,LIME ST,2.0,3.0,36
18619,2008129680,4,4,,,,W,2.0,25.0,WALNUT ST,4.0,,36
18620,2009015049,4,3,,,,S,1.0,25.0,24TH ST,4.0,,67
18621,2009015049,3,4,,,,W,4.0,35.0,WASHINGTON AV,4.0,,67
18622,2008120192,3,4,,,,W,1.0,,MOORE ST,4.0,,67
18623,2008120192,4,3,,,,S,2.0,,ROSEWOOD ST,4.0,,67
18624,2008118983,3,3,,,,W,1.0,25.0,ASPEN ST,4.0,,67
18625,2008070290,4,3,,,,N,2.0,25.0,NORTH AV,4.0,,62
18626,2008070290,3,4,,,,W,2.0,25.0,NORTHVIEW ST,4.0,,62
18627,2008081008,3,4,,,,E,2.0,,CRESTMONT AV,4.0,,67
18628,2008081008,4,3,,,,N,2.0,,DANER LN,4.0,,67
18629,2008059656,3,3,4007,10.0,873.0,N,2.0,25.0,CLARISSA ST,2.0,3.0,67
18630,2008059656,4,4,,,,E,99.0,,JUNIATA ST,4.0,,67
18631,2008095670,3,3,0291,161.0,1948.0,W,3.0,25.0,BROAD ST,2.0,3.0,67
18632,2008057331,3,3,0611,11.0,737.0,S,4.0,30.0,BROAD ST,2.0,3.0,67
18633,2008060182,3,3,0013,40.0,1701.0,W,2.0,25.0,BALTIMORE AV,2.0,3.0,67
18634,2008130862,3,3,,,,N,4.0,25.0,PRESIDENTIAL BL,4.0,,46
18635,2008026682,3,4,,,,N,99.0,,22ND ST,4.0,,67
18636,2008026682,4,3,,,,E,99.0,,RACE ST,4.0,,67
18637,2008103743,3,4,,,,N,2.0,25.0,CHARLES ST,4.0,,2
18638,2008103743,4,3,,,,W,2.0,25.0,LINNWOOD ST,4.0,,2
18639,2009038109,3,3,3001,40.0,944.0,E,2.0,40.0,UPLAND AV,2.0,3.0,23
18640,2009038109,4,4,,,,S,2.0,25.0,CHURCH ST,4.0,,23
18641,2008085075,3,3,0233,10.0,1277.0,S,2.0,35.0,PINE GROVE RD,2.0,3.0,1
18642,2008098857,3,4,,,,N,2.0,10.0,KOUNTZ AL,4.0,,2
18643,2008098857,4,3,,,,W,2.0,20.0,25TH ST,4.0,,2
18644,2008086187,5,4,8095,10.0,0.0,U,1.0,,,2.0,1.0,2
18645,2008086187,4,3,3027,30.0,170.0,N,3.0,,SMITHFIELD ST,2.0,3.0,2
18646,2008086187,3,5,,,,E,3.0,25.0,FORT PITT BL,4.0,,2
18647,2009030072,3,3,,,,E,1.0,20.0,LOCUST AV,4.0,,67
18648,2008086258,3,4,,,,W,1.0,25.0,LIBERTY AL,4.0,,38
18649,2008086258,4,3,,,,N,1.0,25.0,MONUMENT ST,4.0,,38
18650,2008098135,3,3,,,,N,2.0,,BROUS AV,4.0,,67
18651,2008099312,3,3,1017,10.0,0.0,U,2.0,35.0,,2.0,3.0,61
18652,2008099312,4,4,6006,20.0,0.0,U,3.0,25.0,PENNA. AV,2.0,3.0,61
18653,2008088077,3,4,,,,E,2.0,,CHRISTIAN ST,4.0,,67
18654,2008088077,4,3,,,,E,2.0,,11TH ST,4.0,,67
18655,2008127857,3,3,0073,520.0,0.0,W,2.0,50.0,SKIPPACK PK,2.0,3.0,46
18656,2008127857,4,4,,,,N,2.0,25.0,SHEAFF LN,4.0,,46
18657,2008119388,3,3,0291,,,U,99.0,,,2.0,,67
18658,2008067896,4,4,,,,W,2.0,25.0,WALNUT ST,4.0,,46
18659,2008067896,3,3,0309,371.0,704.0,S,5.0,45.0,BETHLEHEM PK,2.0,3.0,46
18660,2008114059,3,4,,,,,2.0,25.0,FORBES AV,4.0,,2
18661,2008114059,4,3,,,,,2.0,25.0,WIGHTMAN ST,4.0,,2
18662,2008084058,3,4,,,,N,2.0,35.0,BRIGHTON RD,4.0,,2
18663,2008084058,4,3,,,,W,2.0,25.0,NUBLOCK ST,4.0,,2
18664,2008128934,3,3,,,,,2.0,25.0,SHADY AV,4.0,,2
18665,2008099659,3,3,0029,560.0,59.0,N,2.0,40.0,GRAVEL PK,2.0,3.0,46
18666,2008004129,4,4,,,,W,1.0,25.0,FIFTH AV,4.0,,9
18667,2008004129,3,3,0013,190.0,1926.0,N,2.0,40.0,PAPER ST,2.0,3.0,9
18668,2008039282,3,3,3068,10.0,2449.0,E,2.0,40.0,STRASBURG RD,2.0,3.0,15
18669,2008071000,3,3,0145,121.0,1882.0,S,2.0,35.0,MACARTHUR RD,2.0,3.0,39
18670,2008084569,4,3,,,,W,2.0,25.0,ELM ST,4.0,,46
18671,2008084569,3,4,,,,N,2.0,25.0,CHERRY ST,4.0,,46
18672,2008077139,4,3,,,,W,1.0,25.0,STATE ST,4.0,,42
18673,2008077139,3,4,,,,N,2.0,25.0,CENTER ST,4.0,,42
18674,2008092365,3,4,,,,E,2.0,30.0,LEVERING MILL RD,4.0,,46
18675,2008092365,4,3,,,,N,2.0,35.0,MEETING HOUSE LN,4.0,,46
18676,2008119330,4,4,,,,N,2.0,,FAIR OAKS ST,4.0,,2
18677,2008119330,3,3,2108,120.0,295.0,E,2.0,,,2.0,3.0,2
18678,2008092964,4,3,,,,E,2.0,25.0,JAMES ST,4.0,,46
18679,2008092964,3,4,,,,S,2.0,25.0,MARKLEY ST,4.0,,46
18680,2008094805,3,3,,,,S,2.0,,JACKSON ST,4.0,,67
18681,2009013704,3,3,3006,11.0,589.0,W,2.0,,WALNUT ST,2.0,3.0,67
18682,2008068357,3,3,0837,260.0,2838.0,S,2.0,45.0,ELRAMA RD,2.0,3.0,62
18683,2008081006,4,3,,,,N,1.0,25.0,DENMAN RD,4.0,,67
18684,2008081006,3,4,,,,W,2.0,25.0,GREENMOUNT AV,4.0,,67
18685,2008075186,4,3,,,,N,2.0,25.0,S HYDE PARK AV,4.0,,35
18686,2008075186,3,4,,,,E,1.0,25.0,RACHEL PL,4.0,,35
18687,2008093239,4,3,,,,N,1.0,25.0,CHERRY ST,4.0,,46
18688,2008093239,3,4,,,,E,2.0,25.0,ELM ST,4.0,,46
18689,2008106416,3,3,4014,20.0,0.0,E,2.0,25.0,MAIN ST,2.0,3.0,46
18690,2008106416,4,4,4015,40.0,2730.0,S,2.0,40.0,SECOND AV,2.0,3.0,46
18691,2008133579,3,3,,,,E,1.0,25.0,CUMBERLAND ST,4.0,,67
18692,2008071632,3,3,,,,E,1.0,25.0,SOUTH ST,4.0,,67
18693,2008095456,3,3,2009,51.0,1203.0,S,2.0,,ARAMINGO AV,2.0,3.0,67
18694,2009024738,3,3,,,,S,4.0,25.0,GREENWAY AV,4.0,,67
18695,2008072164,4,3,,,,S,2.0,35.0,ORANMORE ST,4.0,,2
18696,2008072164,3,4,,,,E,2.0,,WALDO ST,4.0,,2
18697,2008072187,3,4,,,,N,4.0,35.0,NEGLEY RUN RD,4.0,,2
18698,2008072187,4,3,,,,E,4.0,35.0,E LIBERTY BL,4.0,,2
18699,2008104238,3,4,,,,S,2.0,25.0,ASTOR ST,4.0,,46
18700,2008104238,4,3,,,,W,2.0,,ELM ST,4.0,,46
18701,2008102421,4,3,,,,E,2.0,25.0,BARBEL PL,4.0,,11
18702,2008102421,3,4,,,,N,2.0,25.0,DELAWARE AV,4.0,,11
18703,2008114473,4,3,,,,,2.0,25.0,MADISON AV,4.0,,48
18704,2008114473,3,4,,,,,2.0,35.0,DEWBERRY AV,4.0,,48
18705,2008097750,3,3,0352,50.0,754.0,N,2.0,35.0,EDGMONT AV,2.0,3.0,23
18706,2008097750,4,5,,,,E,4.0,25.0,GRANDVIEW AV,4.0,,23
18707,2008097750,5,4,0352,51.0,755.0,S,2.0,35.0,EDGMONT AV,2.0,3.0,23
18708,2008081781,4,4,,,,N,2.0,25.0,FIFTH AV,4.0,,7
18709,2008081781,3,3,4010,30.0,0.0,E,2.0,40.0,SEVENTEENTH ST,2.0,3.0,7
18710,2008070250,3,3,0116,270.0,115.0,N,2.0,40.0,HANOVER RD,2.0,3.0,66
18711,2008122861,4,4,,,,E,2.0,,PINE ST,4.0,,67
18712,2008122861,3,3,0291,180.0,0.0,E,3.0,25.0,BROAD ST,2.0,3.0,67
18713,2008057940,3,4,,,,E,2.0,25.0,ARLINGTON AV,4.0,,2
18714,2008057940,4,3,,,,N,2.0,,MIDDLE WY,4.0,,2
18715,2008085911,3,3,0217,40.0,372.0,N,2.0,35.0,WALNUT ST,2.0,3.0,32
18716,2008085911,4,4,,,,W,2.0,25.0,CAMPBELL ST,4.0,,32
18717,2008070998,8,8,,,,S,2.0,25.0,SOUTH THIRD ST,4.0,,48
18718,2008070998,7,7,,,,N,2.0,25.0,THIRD ST,4.0,,48
18719,2008070998,4,4,0611,181.0,444.0,W,2.0,35.0,LARRY HOLMES DR,2.0,3.0,48
18720,2008070998,5,5,2026,90.0,528.0,E,2.0,25.0,WASHINGTON ST,2.0,3.0,48
18721,2008070998,6,6,2026,91.0,563.0,W,4.0,25.0,WASHINGTON ST,2.0,3.0,48
18722,2008070998,3,3,0611,180.0,444.0,E,2.0,25.0,LARRY HOLMES DR,2.0,3.0,48
18723,2008087504,3,3,4009,30.0,0.0,E,1.0,25.0,SEVENTH ST,2.0,3.0,7
18724,2008087504,5,5,4013,20.0,0.0,N,2.0,25.0,CHESTNUT AV,2.0,3.0,7
18725,2008087504,7,7,,,,U,2.0,,CHESTNUT AV,4.0,,7
18726,2008087504,4,4,4009,31.0,0.0,W,1.0,25.0,SEVENTH ST,2.0,3.0,7
18727,2008087504,6,6,4013,21.0,0.0,S,2.0,25.0,CHESTNUT AV,2.0,3.0,7
18728,2008096032,4,5,,,,N,2.0,,OBYLE RD,4.0,,6
18729,2008096032,3,3,0737,120.0,2413.0,N,2.0,45.0,KRUMSVILLE RD,2.0,3.0,6
18730,2008096032,5,4,,,,W,2.0,25.0,OSWALD RD,4.0,,6
18731,2008119102,4,3,,,,S,2.0,,SMEDLEY ST,4.0,,67
18732,2008119102,3,4,,,,E,2.0,,PACKER AV,4.0,,67
18733,2008114351,3,3,,,,E,1.0,25.0,WASHINGTON ST,4.0,,6
18734,2008097880,3,3,,,,W,2.0,25.0,DIAMOND ST,4.0,,67
18735,2008060281,3,4,,,,S,2.0,25.0,W FLEMING AV,4.0,,44
18736,2008060281,4,3,,,,W,2.0,25.0,S GRAND ST,4.0,,44
18737,2008094801,3,4,,,,S,1.0,25.0,15TH ST,4.0,,67
18738,2008094801,4,3,,,,E,1.0,25.0,MORRIS ST,4.0,,67
18739,2008122796,3,3,,,,S,1.0,25.0,9TH ST,4.0,,67
18740,2008051413,4,4,,,,S,2.0,25.0,FORTYFOURTH ST,4.0,,67
18741,2008051413,3,3,3010,41.0,2151.0,W,1.0,25.0,MARKET ST,2.0,3.0,67
18742,2008041109,3,4,,,,S,2.0,25.0,JOHNSON ST,4.0,,46
18743,2008041109,4,3,,,,E,2.0,25.0,7TH ST,4.0,,46
18744,2009048902,3,3,,,,S,2.0,,10TH ST,4.0,,67
18745,2008047931,3,4,,,,W,2.0,30.0,SPRUCE ST,4.0,,67
18746,2008047931,4,3,,,,S,2.0,30.0,42ND ST,4.0,,67
18747,2008074809,3,4,,,,E,2.0,25.0,AMITY ST,4.0,,6
18748,2008074809,4,3,,,,N,2.0,25.0,13TH ST,4.0,,6
18749,2008079208,3,3,,,,W,1.0,,WESTMORELAND ST,4.0,,67
18750,2008072791,3,3,3007,75.0,0.0,S,2.0,35.0,KELLY DR,2.0,3.0,67
18751,2008072791,4,5,,,,E,2.0,,TWENTYFIFTH ST,4.0,,67
18752,2008072791,5,4,,,,E,2.0,,ART MUSEUM DR PS,4.0,,67
18753,2008065314,4,3,,,,S,2.0,25.0,SHELDON AV,4.0,,9
18754,2008065314,3,4,,,,E,2.0,25.0,RITTER AV,4.0,,9
18755,2008093367,3,3,T590,,,S,2.0,35.0,WALBRIDGE RD,4.0,,25
18756,2008118586,3,4,,,,W,1.0,20.0,INDIANA AV,4.0,,67
18757,2008118586,4,3,,,,S,1.0,20.0,LEE ST,4.0,,67
18758,2008118875,3,4,,,,E,2.0,,KIMBALL ST,4.0,,67
18759,2008118875,4,3,,,,N,1.0,,9TH ST,4.0,,67
18760,2009002459,3,3,3005,20.0,280.0,N,2.0,25.0,THIRTYTHIRD ST,2.0,,67
18761,2009002459,4,4,,,,E,1.0,,LC TO THIRTYFOURTH ST,4.0,,67
18762,2008088387,4,3,,,,S,2.0,,FOURTH ST,4.0,,67
18763,2008088387,3,4,,,,W,4.0,25.0,WASHINGTON AV,4.0,,67
18764,2008070204,3,3,,,,W,2.0,25.0,CHARLTON ST,4.0,,60
18765,2008102786,3,3,0973,160.0,1260.0,W,2.0,30.0,MAIN ST,2.0,3.0,41
18766,2008077479,3,4,,,,,2.0,25.0,SIXTH ST,4.0,,25
18767,2008077479,4,3,,,,,1.0,25.0,GERMAN ST,4.0,,25
18768,2008095892,3,4,,,,,2.0,25.0,COLLEGE ST,4.0,,40
18769,2008095892,4,3,,,,E,2.0,25.0,UNION ST,4.0,,40
18770,2008059317,3,3,,,,N,2.0,15.0,UPPER SAYRE PARK RD,4.0,,48
18771,2008083890,3,3,2006,51.0,149.0,W,2.0,40.0,NEW FALLS RD,2.0,3.0,9
18772,2008120963,3,3,1011,11.0,1025.0,S,2.0,35.0,EIGHTH AV,2.0,2.0,39
18773,2008120963,5,4,,,,U,5.0,,MARTIN TOWERS DRIVEWAY DR,4.0,,39
18774,2008120963,6,5,,,,U,5.0,,MARTIN CT,4.0,,39
18775,2008120963,4,6,,,,N,5.0,,MARTIN TOWERS (N) DR,4.0,,39
18776,2008096331,4,3,,,,,2.0,25.0,HARDING AV,4.0,,6
18777,2008096331,3,4,,,,,1.0,15.0,COMMUNITY DR,7.0,,6
18778,2008082480,3,3,,,,N,2.0,,KELLY DR,4.0,,67
18779,2008119678,3,4,,,,E,1.0,25.0,DIAMOND ST,4.0,,67
18780,2008119678,4,3,,,,S,1.0,25.0,MASCHER ST,4.0,,67
18781,2008084038,3,4,,,,,4.0,40.0,STEFKO BL,4.0,,48
18782,2008084038,4,3,,,,,2.0,,NORTH ST,4.0,,48
18783,2008098586,3,3,0029,230.0,0.0,N,2.0,45.0,GRAVEL PK,2.0,3.0,46
18784,2008098586,4,4,0073,190.0,0.0,E,2.0,35.0,SKIPPACK PK,2.0,3.0,46
18785,2008077819,4,3,,,,,1.0,25.0,UNNAMED AL,4.0,,40
18786,2008077819,3,4,,,,,1.0,25.0,WALNUT ST,4.0,,40
18787,2008140071,4,4,,,,S,2.0,25.0,ELM AV,4.0,,23
18788,2008140071,3,3,2010,50.0,1461.0,E,2.0,35.0,PROVIDENCE RD,2.0,3.0,23
18789,2008087042,5,4,,,,E,2.0,25.0,UNKNOWN RD,4.0,,23
18790,2008087042,3,3,2002,20.0,0.0,B,2.0,25.0,SECOND ST,2.0,3.0,23
18791,2008087042,4,5,,,,E,2.0,25.0,SECOND ST,4.0,,23
18792,2008072356,3,3,0363,160.0,1772.0,N,2.0,45.0,VALLEY FORGE RD,2.0,3.0,46
18793,2008072356,4,4,,,,W,2.0,25.0,STEELMAN RD,4.0,,46
18794,2008052887,3,3,0522,540.0,357.0,S,2.0,55.0,,2.0,3.0,54
18795,2008121525,3,3,0282,134.0,2691.0,W,2.0,45.0,CREEK RD,2.0,3.0,15
18796,2008121525,4,4,4004,24.0,2147.0,S,2.0,40.0,DOWLIN FORGE RD,2.0,3.0,15
18797,2009016616,3,3,3016,20.0,923.0,E,2.0,35.0,LARKIN RD,2.0,3.0,23
18798,2009016616,4,4,3017,24.0,0.0,N,2.0,35.0,BETHEL RD,2.0,3.0,23
18799,2008123687,3,4,,,,E,1.0,35.0,DAUPHIN ST,4.0,,22
18800,2008123687,4,3,,,,S,1.0,35.0,GREEN ST,4.0,,22
18801,2008106472,3,3,T521,,,E,2.0,40.0,DIEM RD,3.0,,36
18802,2008106472,4,4,T523,,,S,2.0,40.0,HAMMOND RD,3.0,,36
18803,2008074211,3,3,4003,110.0,1436.0,E,2.0,35.0,VALLEY RD,2.0,3.0,5
18804,2008095612,4,4,3014,141.0,1545.0,W,2.0,35.0,NORTH ATHERTON ST,2.0,3.0,14
18805,2008095612,6,6,,,,S,2.0,35.0,UNIVERSITY DR,4.0,,14
18806,2008095612,5,5,3018,70.0,1370.0,B,2.0,45.0,UNIVERSITY DR,2.0,3.0,14
18807,2008095612,3,3,3014,140.0,1287.0,E,2.0,35.0,NORTH ATHERTON ST,2.0,3.0,14
18808,2008116896,4,3,,,,N,2.0,25.0,FOURTH ST,4.0,,53
18809,2008116896,3,4,,,,W,1.0,25.0,CARBON ST,4.0,,53
18810,2008094067,3,3,0008,430.0,1239.0,S,2.0,45.0,WILLIAM FLINN HW,2.0,3.0,10
18811,2008035766,3,3,0011,330.0,33.0,N,2.0,40.0,CHARLES ATTIG MEM HW,2.0,3.0,54
18812,2008136150,3,4,,,,S,99.0,,VALLEY VIEW DR,4.0,,17
18813,2008136150,4,3,,,,E,99.0,,VALLEY VIEW DR,4.0,,17
18814,2008069230,3,4,,,,S,3.0,25.0,FRENCH ST,4.0,,25
18815,2008069230,4,3,,,,E,4.0,25.0,10TH ST,4.0,,25
18816,2008091733,3,3,3009,41.0,507.0,S,3.0,35.0,FRONT ST,2.0,3.0,22
18817,2008091733,5,5,,,,W,2.0,25.0,WALNUT ST,4.0,,22
18818,2008091733,4,4,3034,10.0,3724.0,B,2.0,35.0,WALNUT STREET BR,2.0,3.0,22
18819,2008092637,3,3,1002,320.0,1098.0,U,2.0,35.0,UNION BL,2.0,3.0,39
18820,2008092637,4,4,,,,N,2.0,25.0,FIFTH AV,4.0,,39
18821,2008122830,3,4,,,,,2.0,35.0,LINDEN ST,4.0,,48
