,CRN,ARRIVAL_TM,DISPATCH_TM,COUNTY,MUNICIPALITY,DEC_LAT,DEC_LONG,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,HEAVY_TRUCK_COUNT,SMALL_TRUCK_COUNT,SUV_COUNT,COLLISION_TYPE,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,HOUR_OF_DAY,ILLUMINATION,LOCATION_TYPE,ROAD_CONDITION,URBAN_RURAL,INTERSECT_TYPE,WEATHER1,WEATHER2,TCD_TYPE,TCD_FUNC_CD,AGGRESSIVE_DRIVING,ALCOHOL_RELATED,ANGLE_CRASH,CELL_PHONE,COMM_VEHICLE,DISTRACTED,DRINKING_DRIVER,DRUGGED_DRIVER,FATIGUE_ASLEEP,IMPAIRED_DRIVER,NHTSA_AGG_DRIVING,RUNNING_RED_LT,RUNNING_STOP_SIGN,SPEEDING_RELATED,TAILGATING,MATURE_DRIVER,YOUNG_DRIVER
8732,2007101531,1049.0,1047.0,39,39301,40.5954,-75.4964,0,0,0,0,0,0,4,9,2007,2,10.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,2007101587,1839.0,1829.0,36,36406,40.1063,-76.3544,0,0,0,0,0,0,4,9,2007,7,18.0,1.0,0,1.0,3,1,3,  ,2,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8734,2007101590,1850.0,1845.0,36,36101,40.0613,-76.2984,0,0,0,0,0,0,4,9,2007,2,18.0,1.0,0,1.0,3,1,3,  ,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,2007101603,1700.0,1700.0,35,35302,41.401,-75.6873,0,0,0,0,0,1,4,8,2007,3,19.0,1.0,0,1.0,3,1,3,  ,2,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8736,2007101674,1848.0,1843.0,9,9215,40.2781,-75.2155,0,0,0,0,0,0,4,10,2007,2,18.0,4.0,0,1.0,1,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8737,2007101732,2103.0,2101.0,9,9101,40.0971,-74.8836,0,0,0,0,0,0,1,9,2007,6,21.0,2.0,0,1.0,3,0,3,  ,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8738,2007101747,916.0,912.0,59,59205,40.9775,-76.9536,0,0,0,0,1,0,4,8,2007,7,9.0,1.0,0,1.0,1,2,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,2007101926,1902.0,1857.0,32,32223,40.7247,-78.8082,0,0,0,0,0,0,4,9,2007,3,18.0,1.0,0,1.0,1,0,3,  ,3,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8740,2007102070,1025.0,1015.0,22,22221,40.5797,-76.625,0,0,0,0,1,0,6,8,2007,2,10.0,1.0,0,1.0,1,1,3,  ,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8741,2007102117,1707.0,1704.0,23,23402,39.8745,-75.3891,0,0,0,0,0,0,4,10,2007,1,17.0,1.0,0,1.0,3,2,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8742,2007102152,1255.0,1247.0,9,9223,40.4615,-75.1112,0,0,0,0,1,0,5,10,2007,1,12.0,1.0,0,1.0,1,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8743,2007102168,1105.0,1100.0,38,38406,40.3162,-76.5777,0,0,0,0,0,0,4,10,2007,7,10.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8744,2007102208,1202.0,1200.0,39,39211,40.5364,-75.3945,0,1,0,0,0,0,4,10,2007,5,12.0,1.0,0,9.0,1,1,7,  ,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,2007102302,2125.0,2122.0,67,67301,40.0118,-75.142,0,0,0,0,1,0,5,7,2007,7,21.0,3.0,0,1.0,3,0,3,  ,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8746,2007102534,1825.0,1823.0,10,10301,40.8595,-79.9022,0,1,0,0,1,0,2,10,2007,4,18.0,1.0,0,1.0,2,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747,2007102611,858.0,853.0,2,2407,40.3198,-80.0475,0,0,0,0,1,0,4,9,2007,4,8.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8748,2007102727,2245.0,2239.0,39,39301,,,0,0,0,0,0,0,4,9,2007,2,16.0,1.0,0,1.0,3,1,3,  ,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749,2007102843,1604.0,1601.0,9,9202,40.1207,-74.9617,0,0,0,0,0,0,4,9,2007,7,16.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8750,2007103206,1632.0,1625.0,53,53235,40.6378,-76.0724,0,0,0,0,0,0,4,9,2007,5,16.0,1.0,0,1.0,1,2,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8751,2007103252,612.0,607.0,67,67301,40.0025,-75.0857,1,0,1,0,0,0,4,1,2007,6,6.0,3.0,2,1.0,3,2,3,  ,2,3.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8752,2007103282,912.0,902.0,40,40217,41.1886,-76.3011,0,0,1,0,0,0,4,8,2007,6,8.0,1.0,0,1.0,1,0,3,  ,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8753,2007103315,653.0,620.0,28,28211,39.8467,-77.5553,0,1,0,0,1,0,6,9,2007,5,6.0,5.0,0,1.0,1,0,3,  ,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8754,2007103343,1630.0,1629.0,39,39301,40.6078,-75.4743,0,0,0,0,0,0,4,9,2007,4,16.0,1.0,0,1.0,3,1,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,2007103436,2351.0,2245.0,35,35302,41.4025,-75.6486,0,0,0,0,0,0,4,8,2007,2,22.0,3.0,0,9.0,3,1,7,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8756,2007103466,1445.0,1435.0,21,21212,40.2305,-77.0326,0,0,0,0,0,0,2,10,2007,4,14.0,1.0,0,1.0,1,2,3,  ,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8757,2007103482,1611.0,1603.0,19,19402,41.0691,-76.2441,0,0,0,0,1,0,8,10,2007,4,16.0,1.0,0,1.0,2,2,3,  ,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,2007103562,1841.0,1837.0,40,40304,41.2522,-75.8685,0,0,0,0,0,0,2,10,2007,6,18.0,3.0,0,9.0,3,0,7,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,2007103571,1115.0,1115.0,6,6301,40.3515,-75.9447,0,0,0,0,0,1,6,9,2007,2,11.0,1.0,3,1.0,3,0,3,  ,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8760,2007103605,1726.0,1722.0,2,2301,40.4519,-79.9521,0,0,0,0,0,0,5,10,2007,6,17.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8761,2007103671,1531.0,1526.0,23,23111,39.9553,-75.2985,0,0,0,0,0,0,4,9,2007,4,15.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8762,2007103709,2025.0,2025.0,6,6301,40.3296,-75.9154,0,0,0,0,0,0,4,9,2007,6,20.0,3.0,0,1.0,3,1,3,  ,3,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8763,2007103778,1305.0,1302.0,23,23111,39.9569,-75.2746,0,0,0,0,1,0,4,9,2007,1,13.0,1.0,0,1.0,3,1,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8764,2007103941,1432.0,1426.0,23,23111,39.9617,-75.2589,0,0,0,0,0,0,5,9,2007,3,14.0,1.0,0,9.0,3,2,7,  ,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8765,2007103947,1742.0,1738.0,23,23111,39.9622,-75.3033,0,0,0,0,1,0,4,9,2007,3,99.0,1.0,0,9.0,3,1,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8766,2007104040,9999.0,,4,4421,40.6408,-80.4577,0,0,0,0,0,0,4,9,2007,2,99.0,1.0,7,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8767,2007104088,1536.0,1536.0,6,6301,40.3368,-75.92,0,0,0,0,0,0,8,9,2007,3,15.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768,2007104090,1010.0,1010.0,23,23103,40.0122,-75.3066,0,0,0,0,0,0,4,9,2007,7,10.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8769,2007104117,2318.0,2318.0,25,25302,42.1061,-80.0562,0,0,0,0,0,0,4,9,2007,6,23.0,3.0,0,1.0,3,1,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770,2007104142,2047.0,2032.0,64,64437,40.5238,-79.6996,0,1,0,0,0,0,6,9,2007,2,20.0,2.0,0,1.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771,2007104159,742.0,736.0,36,36215,40.0388,-76.1844,0,0,0,0,0,0,5,9,2007,7,7.0,1.0,0,1.0,1,0,3,  ,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772,2007104177,1910.0,1905.0,25,25302,42.1425,-80.0363,0,0,0,0,0,0,8,9,2007,3,19.0,1.0,0,1.0,3,1,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,2007104393,1039.0,1039.0,23,23105,39.8893,-75.3685,0,0,0,0,0,0,2,10,2007,7,10.0,1.0,0,1.0,3,3,3,  ,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8774,2007104401,1500.0,1458.0,23,23424,39.8991,-75.3495,0,0,0,0,0,0,4,10,2007,7,14.0,1.0,0,1.0,3,1,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8775,2007104408,1036.0,1034.0,46,46104,40.0028,-75.2711,0,0,0,0,0,0,4,10,2007,4,10.0,1.0,7,1.0,3,2,3,  ,2,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8776,2007104466,704.0,650.0,36,36215,40.0459,-76.2459,0,0,0,0,0,1,4,9,2007,2,99.0,1.0,0,1.0,1,2,3,  ,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8777,2007104515,1951.0,1950.0,6,6301,40.3429,-75.9199,0,0,0,0,0,0,9,9,2007,7,19.0,4.0,0,1.0,3,1,3,  ,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778,2007104633,817.0,814.0,15,15236,40.0624,-75.4562,0,0,0,0,0,0,4,9,2007,6,8.0,1.0,0,1.0,1,2,3,  ,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8779,2007104668,1919.0,1919.0,6,6301,40.3295,-75.9106,0,0,0,0,1,0,4,9,2007,1,19.0,1.0,0,1.0,3,1,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780,2007104669,2035.0,2033.0,6,6301,40.3307,-75.93,0,0,0,0,0,0,4,9,2007,6,20.0,3.0,0,1.0,3,1,3,  ,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8781,2007104697,805.0,755.0,2,2301,40.4548,-79.9426,0,0,0,0,0,0,4,10,2007,3,7.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8782,2007104747,1200.0,1200.0,2,2301,40.4641,-79.9325,0,0,0,0,0,0,4,10,2007,4,12.0,1.0,0,1.0,3,1,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8783,2007104842,1736.0,1733.0,6,6301,40.3473,-75.9144,0,0,0,0,1,0,4,9,2007,4,17.0,1.0,0,1.0,3,1,3,  ,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8784,2007104876,946.0,942.0,6,6301,40.3537,-75.9137,0,0,0,0,0,0,1,10,2007,4,9.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8785,2007104908,814.0,751.0,40,40304,41.2537,-75.8613,0,0,0,0,0,1,4,10,2007,4,7.0,1.0,7,9.0,3,0,7,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786,2007104930,1211.0,1207.0,9,9227,40.2255,-75.1325,0,0,0,0,1,0,4,10,2007,2,12.0,1.0,0,9.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8787,2007104945,1735.0,1733.0,32,32408,40.625,-79.1482,0,0,0,0,0,0,1,10,2007,3,17.0,1.0,0,9.0,2,0,7,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8788,2007104986,1616.0,1610.0,48,48205,40.7524,-75.1987,0,0,0,0,0,0,6,10,2007,7,16.0,1.0,0,1.0,1,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8789,2007105031,1107.0,1103.0,9,9228,40.2529,-75.0857,0,0,0,0,0,0,4,10,2007,1,11.0,1.0,0,1.0,1,2,3,  ,3,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8790,2007105195,1630.0,1628.0,38,38406,40.3059,-76.5978,0,0,0,0,0,0,4,10,2007,5,16.0,1.0,0,1.0,3,1,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8791,2007105239,1432.0,1403.0,58,58208,41.7076,-77.3871,0,1,0,0,0,1,6,8,2007,2,14.0,1.0,0,1.0,1,2,3,  ,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8792,2007105755,1414.0,1412.0,21,21401,40.2397,-76.9363,0,0,0,0,0,0,4,10,2007,3,14.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8793,2007105766,1521.0,1519.0,21,21402,40.2041,-77.1831,0,0,0,0,0,0,4,10,2007,3,15.0,1.0,0,1.0,2,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8794,2007105773,1549.0,1539.0,23,23111,39.9195,-75.2981,0,0,0,0,0,0,4,9,2007,4,15.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8795,2007105852,1950.0,1943.0,2,2301,40.392,-80.0175,0,0,0,0,0,0,4,10,2007,7,19.0,3.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796,2007105875,1430.0,1429.0,67,67301,39.9355,-75.1786,0,0,0,0,0,0,5,8,2007,3,14.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797,2007105902,1349.0,1347.0,67,67301,39.9402,-75.1511,0,0,0,0,0,0,4,8,2007,6,13.0,1.0,0,1.0,3,3,3,  ,3,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798,2007105907,1848.0,1846.0,67,67301,39.9675,-75.14,0,0,0,0,0,0,8,7,2007,1,18.0,1.0,0,1.0,3,2,3,  ,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8799,2007105934,1647.0,1645.0,6,6408,40.5539,-75.9843,0,0,0,0,0,0,8,10,2007,3,16.0,1.0,0,1.0,1,1,3,  ,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800,2007105981,9999.0,,67,67301,39.9488,-75.1694,0,0,0,0,0,0,5,8,2007,1,12.0,1.0,0,1.0,3,1,3,  ,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,2007105982,1758.0,1755.0,67,67301,39.9678,-75.1802,0,0,0,0,0,0,1,8,2007,5,17.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8802,2007106054,2120.0,2120.0,67,67301,39.9694,-75.163,0,0,0,0,0,0,4,8,2007,3,21.0,3.0,0,9.0,3,0,7,  ,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8803,2007106061,930.0,925.0,67,67301,40.0372,-75.1365,0,0,0,0,0,0,1,6,2007,5,9.0,1.0,0,1.0,3,3,3,  ,3,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8804,2007106067,2048.0,2048.0,67,67301,40.0011,-75.1247,0,0,0,0,0,0,4,8,2007,4,20.0,3.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805,2007106077,2252.0,2247.0,67,67301,39.9727,-75.2175,0,0,0,0,0,1,4,6,2007,4,22.0,3.0,7,9.0,3,0,7,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8806,2007106106,1855.0,1852.0,66,66301,39.9617,-76.7354,0,0,0,0,0,1,8,9,2007,3,18.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8807,2007106149,1045.0,1027.0,67,67301,40.0851,-75.2288,0,0,0,0,0,0,4,8,2007,7,10.0,1.0,0,1.0,3,2,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808,2007106165,1200.0,1152.0,67,67301,39.9624,-75.1615,0,0,0,0,0,0,4,8,2007,6,99.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8809,2007106208,1635.0,1628.0,14,14410,40.7959,-77.865,0,0,0,0,0,1,4,10,2007,3,16.0,1.0,0,9.0,3,2,7,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810,2007106234,1853.0,1852.0,25,25213,42.0935,-80.1624,0,0,0,0,0,1,4,9,2007,6,18.0,1.0,0,1.0,3,2,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8811,2007106330,1817.0,1812.0,25,25213,42.0935,-80.1624,0,0,0,0,0,0,4,9,2007,7,18.0,1.0,0,1.0,3,1,3,  ,3,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8812,2007106335,1759.0,1756.0,25,25213,42.0841,-80.1154,0,0,0,0,0,0,4,9,2007,3,17.0,1.0,0,1.0,3,2,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8813,2007106345,1930.0,1930.0,67,67301,40.0631,-75.022,0,0,0,0,0,0,4,7,2007,1,19.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8814,2007106360,1623.0,1618.0,67,67301,39.9364,-75.2218,0,0,0,0,0,0,4,7,2007,5,16.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8815,2007106364,2051.0,2044.0,67,67301,39.9981,-75.126,0,0,0,0,0,0,4,8,2007,6,20.0,3.0,0,1.0,3,2,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8816,2007106367,645.0,644.0,67,67301,39.9629,-75.1747,0,0,0,0,0,0,4,8,2007,6,6.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8817,2007106374,733.0,732.0,67,67301,40.0108,-75.193,0,0,0,0,0,0,4,9,2007,4,7.0,1.0,0,1.0,3,0,3,  ,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8818,2007106431,1031.0,1029.0,23,23103,39.9678,-75.2958,0,0,0,0,1,0,4,9,2007,5,10.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8819,2007106440,1809.0,1805.0,46,46110,40.1715,-75.0742,0,0,0,0,1,0,4,9,2007,3,18.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,2007106466,2135.0,2130.0,67,67301,40.0496,-75.1555,0,0,0,0,0,0,8,8,2007,2,20.0,3.0,0,1.0,3,1,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821,2007106481,1815.0,1810.0,67,67301,40.0308,-75.112,0,0,0,0,0,1,4,8,2007,1,18.0,1.0,0,1.0,3,1,3,  ,2,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8822,2007106506,2138.0,2132.0,67,67301,40.0229,-75.1632,0,0,0,0,0,0,4,9,2007,2,21.0,3.0,0,1.0,3,1,3,  ,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8823,2007106510,1150.0,1145.0,67,67301,40.0181,-75.1593,0,0,0,0,0,0,4,9,2007,6,11.0,1.0,0,1.0,3,2,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8824,2007106565,1435.0,1435.0,67,67301,40.0581,-75.139,0,0,0,0,0,0,4,6,2007,1,14.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8825,2007106568,2154.0,2150.0,67,67301,39.933,-75.1592,0,0,0,0,0,0,5,9,2007,7,21.0,3.0,0,9.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8826,2007106575,925.0,911.0,67,67301,39.9476,-75.1696,0,0,0,0,0,1,4,8,2007,7,9.0,1.0,0,1.0,3,1,3,  ,2,3.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8827,2007106576,1227.0,1212.0,67,67301,39.9615,-75.165,0,0,0,0,0,0,4,6,2007,4,12.0,1.0,0,1.0,3,2,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8828,2007106580,1222.0,1220.0,67,67301,39.9568,-75.1744,0,0,1,0,0,0,5,8,2007,7,12.0,1.0,0,1.0,3,1,3,  ,3,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8829,2007106583,1917.0,1915.0,67,67301,39.9902,-75.1737,0,0,0,0,0,0,4,9,2007,2,19.0,1.0,0,1.0,3,1,3,  ,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8830,2007106585,1832.0,1830.0,67,67301,40.0,-75.1531,0,0,0,0,0,0,4,7,2007,1,18.0,1.0,0,98.0,3,1,99,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831,2007106587,1219.0,1217.0,66,66301,39.9675,-76.7303,0,0,0,0,0,0,4,9,2007,7,12.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8832,2007106605,1252.0,1248.0,25,25302,42.1207,-80.0687,0,0,0,0,0,1,4,9,2007,6,12.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8833,2007106609,1527.0,1527.0,25,25302,42.1337,-80.0604,0,0,0,0,0,0,4,10,2007,3,15.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834,2007106614,2145.0,2130.0,25,25302,42.094,-80.1002,0,0,0,0,1,0,4,10,2007,3,20.0,6.0,0,1.0,3,1,3,  ,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8835,2007106643,1927.0,1923.0,9,9210,40.3761,-75.2344,0,1,0,0,1,0,1,10,2007,2,19.0,2.0,0,1.0,3,0,3,  ,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8836,2007106659,1708.0,1659.0,6,6103,40.3059,-75.9762,0,0,0,0,0,1,4,9,2007,3,16.0,1.0,7,1.0,1,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8837,2007106697,1755.0,1754.0,26,26301,40.0116,-79.5889,0,0,0,0,1,0,4,10,2007,3,17.0,1.0,7,1.0,2,0,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8838,2007106765,1854.0,1836.0,54,54206,40.8631,-76.9921,1,0,0,0,0,1,4,7,2007,3,18.0,1.0,0,1.0,1,3,3,  ,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8839,2007106773,2220.0,2211.0,67,67301,39.9701,-75.1304,0,0,0,0,0,0,6,8,2007,7,99.0,3.0,0,1.0,3,1,3,  ,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8840,2007106787,1515.0,1509.0,67,67301,40.0485,-75.2353,0,0,0,0,0,0,4,6,2007,1,15.0,1.0,0,1.0,3,1,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8841,2007106789,2345.0,2341.0,67,67301,40.0062,-75.1913,0,0,0,0,0,0,5,9,2007,7,23.0,3.0,0,1.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8842,2007106791,1410.0,1405.0,67,67301,39.9694,-75.1632,0,0,0,0,0,0,8,8,2007,5,14.0,1.0,0,1.0,3,1,3,  ,3,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8843,2007106792,1328.0,1325.0,67,67301,39.9629,-75.1643,0,0,0,1,0,0,6,8,2007,4,12.0,1.0,0,1.0,3,0,3,  ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8844,2007106805,721.0,718.0,67,67301,40.0042,-75.0774,0,0,0,0,0,0,4,9,2007,5,7.0,1.0,1,1.0,3,5,3,  ,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8845,2007106816,1915.0,1859.0,67,67301,39.92,-75.2254,0,0,0,0,0,0,4,8,2007,3,99.0,1.0,0,1.0,3,1,3,  ,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
